"Step","stateleaky-1e-4 - eval_bit_acc","stateleaky-1e-4 - eval_bit_acc__MIN","stateleaky-1e-4 - eval_bit_acc__MAX","stateleaky-5e-4 - eval_bit_acc","stateleaky-5e-4 - eval_bit_acc__MIN","stateleaky-5e-4 - eval_bit_acc__MAX","stateleaky-3e-4 - eval_bit_acc","stateleaky-3e-4 - eval_bit_acc__MIN","stateleaky-3e-4 - eval_bit_acc__MAX","gen2-assoc-eval-5e-4 - eval_bit_acc","gen2-assoc-eval-5e-4 - eval_bit_acc__MIN","gen2-assoc-eval-5e-4 - eval_bit_acc__MAX","gen2-assoc-eval-3e-4 - eval_bit_acc","gen2-assoc-eval-3e-4 - eval_bit_acc__MIN","gen2-assoc-eval-3e-4 - eval_bit_acc__MAX","gen2-assoc-eval-1e-4 - eval_bit_acc","gen2-assoc-eval-1e-4 - eval_bit_acc__MIN","gen2-assoc-eval-1e-4 - eval_bit_acc__MAX"
"5444","0.634453125","0.634453125","0.634453125","0.63578125","0.63578125","0.63578125","0.642578125","0.642578125","0.642578125","0.896484375","0.896484375","0.896484375","0.973125","0.973125","0.973125","0.969765625","0.969765625","0.969765625"
"5455","0.64","0.64","0.64","0.641640625","0.641640625","0.641640625","0.648515625","0.648515625","0.648515625","0.897578125","0.897578125","0.897578125","0.970859375","0.970859375","0.970859375","0.97359375","0.97359375","0.97359375"
"5466","0.63265625","0.63265625","0.63265625","0.640234375","0.640234375","0.640234375","0.639375","0.639375","0.639375","0.909453125","0.909453125","0.909453125","0.974375","0.974375","0.974375","0.9703125","0.9703125","0.9703125"
"5477","0.634140625","0.634140625","0.634140625","0.637109375","0.637109375","0.637109375","0.646796875","0.646796875","0.646796875","0.89671875","0.89671875","0.89671875","0.977109375","0.977109375","0.977109375","0.971796875","0.971796875","0.971796875"
"5488","0.631875","0.631875","0.631875","0.64375","0.64375","0.64375","0.642890625","0.642890625","0.642890625","0.89578125","0.89578125","0.89578125","0.979140625","0.979140625","0.979140625","0.970625","0.970625","0.970625"
"5499","0.6346875","0.6346875","0.6346875","0.63859375","0.63859375","0.63859375","0.642109375","0.642109375","0.642109375","0.908359375","0.908359375","0.908359375","0.97921875","0.97921875","0.97921875","0.97375","0.97375","0.97375"
"5510","0.633203125","0.633203125","0.633203125","0.638125","0.638125","0.638125","0.646484375","0.646484375","0.646484375","0.90515625","0.90515625","0.90515625","0.97359375","0.97359375","0.97359375","0.969765625","0.969765625","0.969765625"
"5521","0.631875","0.631875","0.631875","0.640234375","0.640234375","0.640234375","0.64640625","0.64640625","0.64640625","0.90421875","0.90421875","0.90421875","0.96984375","0.96984375","0.96984375","0.9715625","0.9715625","0.9715625"
"5532","0.634296875","0.634296875","0.634296875","0.641796875","0.641796875","0.641796875","0.6446875","0.6446875","0.6446875","0.906640625","0.906640625","0.906640625","0.978125","0.978125","0.978125","0.97109375","0.97109375","0.97109375"
"5543","0.6334375","0.6334375","0.6334375","0.643046875","0.643046875","0.643046875","0.6478125","0.6478125","0.6478125","0.90640625","0.90640625","0.90640625","0.977578125","0.977578125","0.977578125","0.9740625","0.9740625","0.9740625"
"5554","0.63453125","0.63453125","0.63453125","0.639140625","0.639140625","0.639140625","0.647109375","0.647109375","0.647109375","0.90390625","0.90390625","0.90390625","0.9715625","0.9715625","0.9715625","0.97125","0.97125","0.97125"
"5565","0.634296875","0.634296875","0.634296875","0.63734375","0.63734375","0.63734375","0.644765625","0.644765625","0.644765625","0.904765625","0.904765625","0.904765625","0.97828125","0.97828125","0.97828125","0.957578125","0.957578125","0.957578125"
"5576","0.63234375","0.63234375","0.63234375","0.6390625","0.6390625","0.6390625","0.645390625","0.645390625","0.645390625","0.898046875","0.898046875","0.898046875","0.9775","0.9775","0.9775","0.971640625","0.971640625","0.971640625"
"5587","0.6353125","0.6353125","0.6353125","0.639140625","0.639140625","0.639140625","0.64421875","0.64421875","0.64421875","0.883046875","0.883046875","0.883046875","0.97578125","0.97578125","0.97578125","0.958125","0.958125","0.958125"
"5598","0.632421875","0.632421875","0.632421875","0.64","0.64","0.64","0.646328125","0.646328125","0.646328125","0.90625","0.90625","0.90625","0.979453125","0.979453125","0.979453125","0.973046875","0.973046875","0.973046875"
"5609","0.6378125","0.6378125","0.6378125","0.63640625","0.63640625","0.63640625","0.6484375","0.6484375","0.6484375","0.908203125","0.908203125","0.908203125","0.975625","0.975625","0.975625","0.972109375","0.972109375","0.972109375"
"5620","0.633046875","0.633046875","0.633046875","0.63734375","0.63734375","0.63734375","0.646640625","0.646640625","0.646640625","0.897734375","0.897734375","0.897734375","0.97625","0.97625","0.97625","0.967421875","0.967421875","0.967421875"
"5631","0.6315625","0.6315625","0.6315625","0.638671875","0.638671875","0.638671875","0.643515625","0.643515625","0.643515625","0.89875","0.89875","0.89875","0.97703125","0.97703125","0.97703125","0.953203125","0.953203125","0.953203125"
"5642","0.63609375","0.63609375","0.63609375","0.635859375","0.635859375","0.635859375","0.646015625","0.646015625","0.646015625","0.897421875","0.897421875","0.897421875","0.976484375","0.976484375","0.976484375","0.972578125","0.972578125","0.972578125"
"5653","0.637109375","0.637109375","0.637109375","0.638828125","0.638828125","0.638828125","0.648046875","0.648046875","0.648046875","0.902734375","0.902734375","0.902734375","0.9771875","0.9771875","0.9771875","0.972578125","0.972578125","0.972578125"
"5664","0.635625","0.635625","0.635625","0.633125","0.633125","0.633125","0.647734375","0.647734375","0.647734375","0.90171875","0.90171875","0.90171875","0.97421875","0.97421875","0.97421875","0.97","0.97","0.97"
"5675","0.632578125","0.632578125","0.632578125","0.638125","0.638125","0.638125","0.645859375","0.645859375","0.645859375","0.907734375","0.907734375","0.907734375","0.97359375","0.97359375","0.97359375","0.951640625","0.951640625","0.951640625"
"5686","0.63296875","0.63296875","0.63296875","0.63984375","0.63984375","0.63984375","0.63984375","0.63984375","0.63984375","0.912109375","0.912109375","0.912109375","0.980078125","0.980078125","0.980078125","0.9740625","0.9740625","0.9740625"
"5697","0.633828125","0.633828125","0.633828125","0.637890625","0.637890625","0.637890625","0.637734375","0.637734375","0.637734375","0.90921875","0.90921875","0.90921875","0.97453125","0.97453125","0.97453125","0.96890625","0.96890625","0.96890625"
"5708","0.63","0.63","0.63","0.635546875","0.635546875","0.635546875","0.643671875","0.643671875","0.643671875","0.903515625","0.903515625","0.903515625","0.97296875","0.97296875","0.97296875","0.951796875","0.951796875","0.951796875"
"5719","0.636953125","0.636953125","0.636953125","0.637421875","0.637421875","0.637421875","0.64296875","0.64296875","0.64296875","0.893515625","0.893515625","0.893515625","0.968515625","0.968515625","0.968515625","0.967890625","0.967890625","0.967890625"
"5730","0.63375","0.63375","0.63375","0.6409375","0.6409375","0.6409375","0.64359375","0.64359375","0.64359375","0.90625","0.90625","0.90625","0.980625","0.980625","0.980625","0.970703125","0.970703125","0.970703125"
"5741","0.6334375","0.6334375","0.6334375","0.638515625","0.638515625","0.638515625","0.647890625","0.647890625","0.647890625","0.9053125","0.9053125","0.9053125","0.9725","0.9725","0.9725","0.972890625","0.972890625","0.972890625"
"5752","0.63171875","0.63171875","0.63171875","0.635078125","0.635078125","0.635078125","0.64234375","0.64234375","0.64234375","0.89546875","0.89546875","0.89546875","0.973125","0.973125","0.973125","0.97375","0.97375","0.97375"
"5763","0.63640625","0.63640625","0.63640625","0.634453125","0.634453125","0.634453125","0.64828125","0.64828125","0.64828125","0.90203125","0.90203125","0.90203125","0.97546875","0.97546875","0.97546875","0.95921875","0.95921875","0.95921875"
"5774","0.6315625","0.6315625","0.6315625","0.636328125","0.636328125","0.636328125","0.64625","0.64625","0.64625","0.9046875","0.9046875","0.9046875","0.95625","0.95625","0.95625","0.96984375","0.96984375","0.96984375"
"5785","0.634609375","0.634609375","0.634609375","0.638046875","0.638046875","0.638046875","0.641953125","0.641953125","0.641953125","0.911796875","0.911796875","0.911796875","0.966640625","0.966640625","0.966640625","0.968984375","0.968984375","0.968984375"
"5796","0.632734375","0.632734375","0.632734375","0.633359375","0.633359375","0.633359375","0.64109375","0.64109375","0.64109375","0.901015625","0.901015625","0.901015625","0.97671875","0.97671875","0.97671875","0.949921875","0.949921875","0.949921875"
"5807","0.630390625","0.630390625","0.630390625","0.64","0.64","0.64","0.6459375","0.6459375","0.6459375","0.90734375","0.90734375","0.90734375","0.974296875","0.974296875","0.974296875","0.96703125","0.96703125","0.96703125"
"5818","0.633359375","0.633359375","0.633359375","0.642421875","0.642421875","0.642421875","0.639609375","0.639609375","0.639609375","0.89859375","0.89859375","0.89859375","0.975234375","0.975234375","0.975234375","0.9684375","0.9684375","0.9684375"
"5829","0.633984375","0.633984375","0.633984375","0.64140625","0.64140625","0.64140625","0.648984375","0.648984375","0.648984375","0.906328125","0.906328125","0.906328125","0.975078125","0.975078125","0.975078125","0.964609375","0.964609375","0.964609375"
"5840","0.631328125","0.631328125","0.631328125","0.63625","0.63625","0.63625","0.649921875","0.649921875","0.649921875","0.900078125","0.900078125","0.900078125","0.974296875","0.974296875","0.974296875","0.966640625","0.966640625","0.966640625"
"5851","0.6321875","0.6321875","0.6321875","0.639296875","0.639296875","0.639296875","0.64921875","0.64921875","0.64921875","0.905625","0.905625","0.905625","0.97609375","0.97609375","0.97609375","0.955546875","0.955546875","0.955546875"
"5862","0.6296875","0.6296875","0.6296875","0.638515625","0.638515625","0.638515625","0.644140625","0.644140625","0.644140625","0.908984375","0.908984375","0.908984375","0.976796875","0.976796875","0.976796875","0.951484375","0.951484375","0.951484375"
"5873","0.6359375","0.6359375","0.6359375","0.63828125","0.63828125","0.63828125","0.649453125","0.649453125","0.649453125","0.89296875","0.89296875","0.89296875","0.974609375","0.974609375","0.974609375","0.96625","0.96625","0.96625"
"5884","0.636484375","0.636484375","0.636484375","0.64109375","0.64109375","0.64109375","0.644140625","0.644140625","0.644140625","0.909921875","0.909921875","0.909921875","0.9678125","0.9678125","0.9678125","0.96796875","0.96796875","0.96796875"
"5895","0.634296875","0.634296875","0.634296875","0.6359375","0.6359375","0.6359375","0.64234375","0.64234375","0.64234375","0.90171875","0.90171875","0.90171875","0.97796875","0.97796875","0.97796875","0.969765625","0.969765625","0.969765625"
"5906","0.631953125","0.631953125","0.631953125","0.63734375","0.63734375","0.63734375","0.639453125","0.639453125","0.639453125","0.905390625","0.905390625","0.905390625","0.97703125","0.97703125","0.97703125","0.9440625","0.9440625","0.9440625"
"5917","0.6321875","0.6321875","0.6321875","0.646796875","0.646796875","0.646796875","0.644453125","0.644453125","0.644453125","0.89921875","0.89921875","0.89921875","0.97015625","0.97015625","0.97015625","0.967578125","0.967578125","0.967578125"
"5928","0.630703125","0.630703125","0.630703125","0.638671875","0.638671875","0.638671875","0.64640625","0.64640625","0.64640625","0.902421875","0.902421875","0.902421875","0.981484375","0.981484375","0.981484375","0.96640625","0.96640625","0.96640625"
"5939","0.633671875","0.633671875","0.633671875","0.640234375","0.640234375","0.640234375","0.640859375","0.640859375","0.640859375","0.906484375","0.906484375","0.906484375","0.95921875","0.95921875","0.95921875","0.96046875","0.96046875","0.96046875"
"5950","0.631484375","0.631484375","0.631484375","0.642265625","0.642265625","0.642265625","0.648515625","0.648515625","0.648515625","0.90171875","0.90171875","0.90171875","0.964140625","0.964140625","0.964140625","0.965859375","0.965859375","0.965859375"
"5961","0.633984375","0.633984375","0.633984375","0.63921875","0.63921875","0.63921875","0.6440625","0.6440625","0.6440625","0.910546875","0.910546875","0.910546875","0.9765625","0.9765625","0.9765625","0.948203125","0.948203125","0.948203125"
"5972","0.6334375","0.6334375","0.6334375","0.640078125","0.640078125","0.640078125","0.6484375","0.6484375","0.6484375","0.910859375","0.910859375","0.910859375","0.97671875","0.97671875","0.97671875","0.967109375","0.967109375","0.967109375"
"5983","0.631015625","0.631015625","0.631015625","0.642109375","0.642109375","0.642109375","0.64140625","0.64140625","0.64140625","0.8996875","0.8996875","0.8996875","0.980703125","0.980703125","0.980703125","0.9709375","0.9709375","0.9709375"
"5994","0.6309375","0.6309375","0.6309375","0.642421875","0.642421875","0.642421875","0.647578125","0.647578125","0.647578125","0.90375","0.90375","0.90375","0.972734375","0.972734375","0.972734375","0.948671875","0.948671875","0.948671875"
"6005","0.63171875","0.63171875","0.63171875","0.6371875","0.6371875","0.6371875","0.63984375","0.63984375","0.63984375","0.90171875","0.90171875","0.90171875","0.965546875","0.965546875","0.965546875","0.968515625","0.968515625","0.968515625"
"6016","0.632421875","0.632421875","0.632421875","0.63546875","0.63546875","0.63546875","0.649296875","0.649296875","0.649296875","0.90953125","0.90953125","0.90953125","0.980234375","0.980234375","0.980234375","0.96828125","0.96828125","0.96828125"
"6027","0.6359375","0.6359375","0.6359375","0.63671875","0.63671875","0.63671875","0.64734375","0.64734375","0.64734375","0.90265625","0.90265625","0.90265625","0.97015625","0.97015625","0.97015625","0.970234375","0.970234375","0.970234375"
"6038","0.63328125","0.63328125","0.63328125","0.639375","0.639375","0.639375","0.643828125","0.643828125","0.643828125","0.907265625","0.907265625","0.907265625","0.9803125","0.9803125","0.9803125","0.9671875","0.9671875","0.9671875"
"6049","0.634140625","0.634140625","0.634140625","0.638125","0.638125","0.638125","0.6365625","0.6365625","0.6365625","0.907109375","0.907109375","0.907109375","0.97859375","0.97859375","0.97859375","0.96921875","0.96921875","0.96921875"
"6060","0.636875","0.636875","0.636875","0.640859375","0.640859375","0.640859375","0.646171875","0.646171875","0.646171875","0.90296875","0.90296875","0.90296875","0.980546875","0.980546875","0.980546875","0.96859375","0.96859375","0.96859375"
"6071","0.6334375","0.6334375","0.6334375","0.63671875","0.63671875","0.63671875","0.64","0.64","0.64","0.909921875","0.909921875","0.909921875","0.980625","0.980625","0.980625","0.969375","0.969375","0.969375"
"6082","0.631953125","0.631953125","0.631953125","0.642109375","0.642109375","0.642109375","0.645234375","0.645234375","0.645234375","0.904765625","0.904765625","0.904765625","0.9728125","0.9728125","0.9728125","0.946015625","0.946015625","0.946015625"
"6093","0.633046875","0.633046875","0.633046875","0.638828125","0.638828125","0.638828125","0.643359375","0.643359375","0.643359375","0.901015625","0.901015625","0.901015625","0.975859375","0.975859375","0.975859375","0.962421875","0.962421875","0.962421875"
"6104","0.631015625","0.631015625","0.631015625","0.64203125","0.64203125","0.64203125","0.645","0.645","0.645","0.901953125","0.901953125","0.901953125","0.9765625","0.9765625","0.9765625","0.968046875","0.968046875","0.968046875"
"6115","0.6340625","0.6340625","0.6340625","0.640625","0.640625","0.640625","0.64609375","0.64609375","0.64609375","0.903515625","0.903515625","0.903515625","0.971171875","0.971171875","0.971171875","0.94859375","0.94859375","0.94859375"
"6126","0.6334375","0.6334375","0.6334375","0.64671875","0.64671875","0.64671875","0.641796875","0.641796875","0.641796875","0.900859375","0.900859375","0.900859375","0.97734375","0.97734375","0.97734375","0.969609375","0.969609375","0.969609375"
"6137","0.63046875","0.63046875","0.63046875","0.633359375","0.633359375","0.633359375","0.645625","0.645625","0.645625","0.911484375","0.911484375","0.911484375","0.9790625","0.9790625","0.9790625","0.95140625","0.95140625","0.95140625"
"6148","0.63234375","0.63234375","0.63234375","0.64015625","0.64015625","0.64015625","0.64671875","0.64671875","0.64671875","0.9121875","0.9121875","0.9121875","0.97953125","0.97953125","0.97953125","0.957265625","0.957265625","0.957265625"
"6159","0.63296875","0.63296875","0.63296875","0.63609375","0.63609375","0.63609375","0.642890625","0.642890625","0.642890625","0.910078125","0.910078125","0.910078125","0.976640625","0.976640625","0.976640625","0.96921875","0.96921875","0.96921875"
"6170","0.635546875","0.635546875","0.635546875","0.63890625","0.63890625","0.63890625","0.645859375","0.645859375","0.645859375","0.9065625","0.9065625","0.9065625","0.97765625","0.97765625","0.97765625","0.965625","0.965625","0.965625"
"6181","0.63578125","0.63578125","0.63578125","0.63625","0.63625","0.63625","0.64375","0.64375","0.64375","0.90515625","0.90515625","0.90515625","0.978515625","0.978515625","0.978515625","0.9665625","0.9665625","0.9665625"
"6192","0.634765625","0.634765625","0.634765625","0.639765625","0.639765625","0.639765625","0.648203125","0.648203125","0.648203125","0.907421875","0.907421875","0.907421875","0.9790625","0.9790625","0.9790625","0.969140625","0.969140625","0.969140625"
"6203","0.634765625","0.634765625","0.634765625","0.638984375","0.638984375","0.638984375","0.643359375","0.643359375","0.643359375","0.90703125","0.90703125","0.90703125","0.978359375","0.978359375","0.978359375","0.9696875","0.9696875","0.9696875"
"6214","0.634609375","0.634609375","0.634609375","0.637109375","0.637109375","0.637109375","0.6459375","0.6459375","0.6459375","0.900703125","0.900703125","0.900703125","0.978515625","0.978515625","0.978515625","0.949921875","0.949921875","0.949921875"
"6225","0.635078125","0.635078125","0.635078125","0.641015625","0.641015625","0.641015625","0.647890625","0.647890625","0.647890625","0.895234375","0.895234375","0.895234375","0.979609375","0.979609375","0.979609375","0.959765625","0.959765625","0.959765625"
"6236","0.63578125","0.63578125","0.63578125","0.634765625","0.634765625","0.634765625","0.63953125","0.63953125","0.63953125","0.90921875","0.90921875","0.90921875","0.978203125","0.978203125","0.978203125","0.955703125","0.955703125","0.955703125"
"6247","0.636875","0.636875","0.636875","0.64140625","0.64140625","0.64140625","0.644296875","0.644296875","0.644296875","0.907890625","0.907890625","0.907890625","0.98203125","0.98203125","0.98203125","0.965703125","0.965703125","0.965703125"
"6258","0.63625","0.63625","0.63625","0.638203125","0.638203125","0.638203125","0.647578125","0.647578125","0.647578125","0.901953125","0.901953125","0.901953125","0.983671875","0.983671875","0.983671875","0.944296875","0.944296875","0.944296875"
"6269","0.63609375","0.63609375","0.63609375","0.635","0.635","0.635","0.6509375","0.6509375","0.6509375","0.906015625","0.906015625","0.906015625","0.978359375","0.978359375","0.978359375","0.96546875","0.96546875","0.96546875"
"6280","0.63234375","0.63234375","0.63234375","0.636484375","0.636484375","0.636484375","0.64734375","0.64734375","0.64734375","0.91171875","0.91171875","0.91171875","0.97890625","0.97890625","0.97890625","0.961640625","0.961640625","0.961640625"
"6291","0.63890625","0.63890625","0.63890625","0.640625","0.640625","0.640625","0.646953125","0.646953125","0.646953125","0.908359375","0.908359375","0.908359375","0.965234375","0.965234375","0.965234375","0.956640625","0.956640625","0.956640625"
"6302","0.636015625","0.636015625","0.636015625","0.6359375","0.6359375","0.6359375","0.64421875","0.64421875","0.64421875","0.89859375","0.89859375","0.89859375","0.977734375","0.977734375","0.977734375","0.958671875","0.958671875","0.958671875"
"6313","0.635234375","0.635234375","0.635234375","0.64515625","0.64515625","0.64515625","0.645234375","0.645234375","0.645234375","0.910546875","0.910546875","0.910546875","0.979296875","0.979296875","0.979296875","0.974453125","0.974453125","0.974453125"
"6324","0.63578125","0.63578125","0.63578125","0.6365625","0.6365625","0.6365625","0.64640625","0.64640625","0.64640625","0.912734375","0.912734375","0.912734375","0.981875","0.981875","0.981875","0.97046875","0.97046875","0.97046875"
"6335","0.633515625","0.633515625","0.633515625","0.638515625","0.638515625","0.638515625","0.6459375","0.6459375","0.6459375","0.9090625","0.9090625","0.9090625","0.9828125","0.9828125","0.9828125","0.9696875","0.9696875","0.9696875"
"6346","0.637890625","0.637890625","0.637890625","0.6375","0.6375","0.6375","0.641796875","0.641796875","0.641796875","0.904140625","0.904140625","0.904140625","0.9703125","0.9703125","0.9703125","0.96578125","0.96578125","0.96578125"
"6357","0.63171875","0.63171875","0.63171875","0.63609375","0.63609375","0.63609375","0.648125","0.648125","0.648125","0.909609375","0.909609375","0.909609375","0.9815625","0.9815625","0.9815625","0.972109375","0.972109375","0.972109375"
"6368","0.6346875","0.6346875","0.6346875","0.6359375","0.6359375","0.6359375","0.649609375","0.649609375","0.649609375","0.910390625","0.910390625","0.910390625","0.9746875","0.9746875","0.9746875","0.946328125","0.946328125","0.946328125"
"6379","0.63296875","0.63296875","0.63296875","0.639765625","0.639765625","0.639765625","0.646484375","0.646484375","0.646484375","0.902734375","0.902734375","0.902734375","0.979609375","0.979609375","0.979609375","0.972890625","0.972890625","0.972890625"
"6390","0.635625","0.635625","0.635625","0.638046875","0.638046875","0.638046875","0.64015625","0.64015625","0.64015625","0.9046875","0.9046875","0.9046875","0.968515625","0.968515625","0.968515625","0.972109375","0.972109375","0.972109375"
"6401","0.637890625","0.637890625","0.637890625","0.6309375","0.6309375","0.6309375","0.651171875","0.651171875","0.651171875","0.90609375","0.90609375","0.90609375","0.97640625","0.97640625","0.97640625","0.969140625","0.969140625","0.969140625"
"6412","0.63546875","0.63546875","0.63546875","0.638203125","0.638203125","0.638203125","0.645234375","0.645234375","0.645234375","0.90875","0.90875","0.90875","0.978828125","0.978828125","0.978828125","0.971875","0.971875","0.971875"
"6423","0.635","0.635","0.635","0.63890625","0.63890625","0.63890625","0.64171875","0.64171875","0.64171875","0.90640625","0.90640625","0.90640625","0.979765625","0.979765625","0.979765625","0.966953125","0.966953125","0.966953125"
"6434","0.63375","0.63375","0.63375","0.639921875","0.639921875","0.639921875","0.646796875","0.646796875","0.646796875","0.904765625","0.904765625","0.904765625","0.97765625","0.97765625","0.97765625","0.96484375","0.96484375","0.96484375"
"6445","0.633125","0.633125","0.633125","0.6384375","0.6384375","0.6384375","0.639609375","0.639609375","0.639609375","0.9134375","0.9134375","0.9134375","0.97015625","0.97015625","0.97015625","0.9715625","0.9715625","0.9715625"
"6456","0.6346875","0.6346875","0.6346875","0.639921875","0.639921875","0.639921875","0.64578125","0.64578125","0.64578125","0.89640625","0.89640625","0.89640625","0.973515625","0.973515625","0.973515625","0.971796875","0.971796875","0.971796875"
"6467","0.6359375","0.6359375","0.6359375","0.636875","0.636875","0.636875","0.64734375","0.64734375","0.64734375","0.915078125","0.915078125","0.915078125","0.976484375","0.976484375","0.976484375","0.97265625","0.97265625","0.97265625"
"6478","0.635234375","0.635234375","0.635234375","0.634296875","0.634296875","0.634296875","0.646015625","0.646015625","0.646015625","0.91515625","0.91515625","0.91515625","0.98328125","0.98328125","0.98328125","0.960390625","0.960390625","0.960390625"
"6489","0.635546875","0.635546875","0.635546875","0.639921875","0.639921875","0.639921875","0.64640625","0.64640625","0.64640625","0.908671875","0.908671875","0.908671875","0.98125","0.98125","0.98125","0.9546875","0.9546875","0.9546875"
"6500","0.63546875","0.63546875","0.63546875","0.63734375","0.63734375","0.63734375","0.64453125","0.64453125","0.64453125","0.909140625","0.909140625","0.909140625","0.966796875","0.966796875","0.966796875","0.9734375","0.9734375","0.9734375"
"6511","0.638125","0.638125","0.638125","0.6378125","0.6378125","0.6378125","0.638984375","0.638984375","0.638984375","0.9053125","0.9053125","0.9053125","0.974296875","0.974296875","0.974296875","0.97015625","0.97015625","0.97015625"
"6522","0.63015625","0.63015625","0.63015625","0.64078125","0.64078125","0.64078125","0.642578125","0.642578125","0.642578125","0.901640625","0.901640625","0.901640625","0.980234375","0.980234375","0.980234375","0.966484375","0.966484375","0.966484375"
"6533","0.63359375","0.63359375","0.63359375","0.640703125","0.640703125","0.640703125","0.64796875","0.64796875","0.64796875","0.91078125","0.91078125","0.91078125","0.97875","0.97875","0.97875","0.953046875","0.953046875","0.953046875"
"6544","0.636796875","0.636796875","0.636796875","0.641953125","0.641953125","0.641953125","0.650859375","0.650859375","0.650859375","0.90515625","0.90515625","0.90515625","0.982734375","0.982734375","0.982734375","0.97171875","0.97171875","0.97171875"
"6555","0.63734375","0.63734375","0.63734375","0.6359375","0.6359375","0.6359375","0.643359375","0.643359375","0.643359375","0.911328125","0.911328125","0.911328125","0.973203125","0.973203125","0.973203125","0.973203125","0.973203125","0.973203125"
"6566","0.6353125","0.6353125","0.6353125","0.63859375","0.63859375","0.63859375","0.64671875","0.64671875","0.64671875","0.899375","0.899375","0.899375","0.968046875","0.968046875","0.968046875","0.97203125","0.97203125","0.97203125"
"6577","0.63796875","0.63796875","0.63796875","0.6384375","0.6384375","0.6384375","0.643203125","0.643203125","0.643203125","0.911015625","0.911015625","0.911015625","0.9790625","0.9790625","0.9790625","0.95796875","0.95796875","0.95796875"
"6588","0.635390625","0.635390625","0.635390625","0.64015625","0.64015625","0.64015625","0.6503125","0.6503125","0.6503125","0.91765625","0.91765625","0.91765625","0.98109375","0.98109375","0.98109375","0.969765625","0.969765625","0.969765625"
"6599","0.63375","0.63375","0.63375","0.636484375","0.636484375","0.636484375","0.645546875","0.645546875","0.645546875","0.906640625","0.906640625","0.906640625","0.981015625","0.981015625","0.981015625","0.9559375","0.9559375","0.9559375"
"6610","0.631015625","0.631015625","0.631015625","0.635390625","0.635390625","0.635390625","0.639609375","0.639609375","0.639609375","0.91234375","0.91234375","0.91234375","0.96859375","0.96859375","0.96859375","0.971953125","0.971953125","0.971953125"
"6621","0.6315625","0.6315625","0.6315625","0.63625","0.63625","0.63625","0.647734375","0.647734375","0.647734375","0.908515625","0.908515625","0.908515625","0.974375","0.974375","0.974375","0.9721875","0.9721875","0.9721875"
"6632","0.633515625","0.633515625","0.633515625","0.640390625","0.640390625","0.640390625","0.64109375","0.64109375","0.64109375","0.913046875","0.913046875","0.913046875","0.975703125","0.975703125","0.975703125","0.972109375","0.972109375","0.972109375"
"6643","0.632734375","0.632734375","0.632734375","0.638828125","0.638828125","0.638828125","0.648359375","0.648359375","0.648359375","0.909921875","0.909921875","0.909921875","0.978046875","0.978046875","0.978046875","0.968671875","0.968671875","0.968671875"
"6654","0.63046875","0.63046875","0.63046875","0.634765625","0.634765625","0.634765625","0.64953125","0.64953125","0.64953125","0.91203125","0.91203125","0.91203125","0.9715625","0.9715625","0.9715625","0.964765625","0.964765625","0.964765625"
"6665","0.63390625","0.63390625","0.63390625","0.636171875","0.636171875","0.636171875","0.651484375","0.651484375","0.651484375","0.9071875","0.9071875","0.9071875","0.97953125","0.97953125","0.97953125","0.970859375","0.970859375","0.970859375"
"6676","0.6315625","0.6315625","0.6315625","0.63421875","0.63421875","0.63421875","0.646171875","0.646171875","0.646171875","0.91375","0.91375","0.91375","0.977890625","0.977890625","0.977890625","0.9625","0.9625","0.9625"
"6687","0.635234375","0.635234375","0.635234375","0.638515625","0.638515625","0.638515625","0.645546875","0.645546875","0.645546875","0.90859375","0.90859375","0.90859375","0.975390625","0.975390625","0.975390625","0.971640625","0.971640625","0.971640625"
"6698","0.631796875","0.631796875","0.631796875","0.637578125","0.637578125","0.637578125","0.64625","0.64625","0.64625","0.90953125","0.90953125","0.90953125","0.97796875","0.97796875","0.97796875","0.973984375","0.973984375","0.973984375"
"6709","0.636640625","0.636640625","0.636640625","0.6384375","0.6384375","0.6384375","0.6378125","0.6378125","0.6378125","0.909921875","0.909921875","0.909921875","0.970546875","0.970546875","0.970546875","0.96953125","0.96953125","0.96953125"
"6720","0.633515625","0.633515625","0.633515625","0.6409375","0.6409375","0.6409375","0.64921875","0.64921875","0.64921875","0.90953125","0.90953125","0.90953125","0.9803125","0.9803125","0.9803125","0.96375","0.96375","0.96375"
"6731","0.634296875","0.634296875","0.634296875","0.639609375","0.639609375","0.639609375","0.6428125","0.6428125","0.6428125","0.910390625","0.910390625","0.910390625","0.97984375","0.97984375","0.97984375","0.96921875","0.96921875","0.96921875"
"6742","0.634296875","0.634296875","0.634296875","0.6390625","0.6390625","0.6390625","0.64296875","0.64296875","0.64296875","0.90796875","0.90796875","0.90796875","0.96125","0.96125","0.96125","0.970078125","0.970078125","0.970078125"
"6753","0.635390625","0.635390625","0.635390625","0.636875","0.636875","0.636875","0.6459375","0.6459375","0.6459375","0.905546875","0.905546875","0.905546875","0.98421875","0.98421875","0.98421875","0.972109375","0.972109375","0.972109375"
"6764","0.63625","0.63625","0.63625","0.636953125","0.636953125","0.636953125","0.647109375","0.647109375","0.647109375","0.914921875","0.914921875","0.914921875","0.97625","0.97625","0.97625","0.946328125","0.946328125","0.946328125"
"6775","0.63546875","0.63546875","0.63546875","0.63703125","0.63703125","0.63703125","0.64734375","0.64734375","0.64734375","0.906875","0.906875","0.906875","0.97796875","0.97796875","0.97796875","0.96515625","0.96515625","0.96515625"
