"Step","stateleaky-1e-4 - eval_bit_acc","stateleaky-1e-4 - eval_bit_acc__MIN","stateleaky-1e-4 - eval_bit_acc__MAX","stateleaky-5e-4 - eval_bit_acc","stateleaky-5e-4 - eval_bit_acc__MIN","stateleaky-5e-4 - eval_bit_acc__MAX","stateleaky-3e-4 - eval_bit_acc","stateleaky-3e-4 - eval_bit_acc__MIN","stateleaky-3e-4 - eval_bit_acc__MAX","gen2-assoc-eval-5e-4 - eval_bit_acc","gen2-assoc-eval-5e-4 - eval_bit_acc__MIN","gen2-assoc-eval-5e-4 - eval_bit_acc__MAX","gen2-assoc-eval-3e-4 - eval_bit_acc","gen2-assoc-eval-3e-4 - eval_bit_acc__MIN","gen2-assoc-eval-3e-4 - eval_bit_acc__MAX","gen2-assoc-eval-1e-4 - eval_bit_acc","gen2-assoc-eval-1e-4 - eval_bit_acc__MIN","gen2-assoc-eval-1e-4 - eval_bit_acc__MAX"
"2386","0.626015625","0.626015625","0.626015625","0.62765625","0.62765625","0.62765625","0.62640625","0.62640625","0.62640625","0.791796875","0.791796875","0.791796875","0.959296875","0.959296875","0.959296875","0.933984375","0.933984375","0.933984375"
"2397","0.626015625","0.626015625","0.626015625","0.630390625","0.630390625","0.630390625","0.629140625","0.629140625","0.629140625","0.79109375","0.79109375","0.79109375","0.965234375","0.965234375","0.965234375","0.9321875","0.9321875","0.9321875"
"2408","0.626015625","0.626015625","0.626015625","0.630234375","0.630234375","0.630234375","0.62953125","0.62953125","0.62953125","0.792734375","0.792734375","0.792734375","0.95859375","0.95859375","0.95859375","0.934453125","0.934453125","0.934453125"
"2419","0.625703125","0.625703125","0.625703125","0.63421875","0.63421875","0.63421875","0.628828125","0.628828125","0.628828125","0.7871875","0.7871875","0.7871875","0.96359375","0.96359375","0.96359375","0.936328125","0.936328125","0.936328125"
"2430","0.627890625","0.627890625","0.627890625","0.632578125","0.632578125","0.632578125","0.6321875","0.6321875","0.6321875","0.792421875","0.792421875","0.792421875","0.952890625","0.952890625","0.952890625","0.93375","0.93375","0.93375"
"2441","0.626875","0.626875","0.626875","0.63703125","0.63703125","0.63703125","0.632109375","0.632109375","0.632109375","0.804921875","0.804921875","0.804921875","0.96390625","0.96390625","0.96390625","0.9371875","0.9371875","0.9371875"
"2452","0.62375","0.62375","0.62375","0.634296875","0.634296875","0.634296875","0.626796875","0.626796875","0.626796875","0.79734375","0.79734375","0.79734375","0.952578125","0.952578125","0.952578125","0.931328125","0.931328125","0.931328125"
"2463","0.62859375","0.62859375","0.62859375","0.630625","0.630625","0.630625","0.6278125","0.6278125","0.6278125","0.798203125","0.798203125","0.798203125","0.9634375","0.9634375","0.9634375","0.93625","0.93625","0.93625"
"2474","0.625234375","0.625234375","0.625234375","0.636875","0.636875","0.636875","0.6278125","0.6278125","0.6278125","0.792578125","0.792578125","0.792578125","0.9665625","0.9665625","0.9665625","0.93453125","0.93453125","0.93453125"
"2485","0.624765625","0.624765625","0.624765625","0.63390625","0.63390625","0.63390625","0.628515625","0.628515625","0.628515625","0.811015625","0.811015625","0.811015625","0.96328125","0.96328125","0.96328125","0.934765625","0.934765625","0.934765625"
"2496","0.6290625","0.6290625","0.6290625","0.633828125","0.633828125","0.633828125","0.628359375","0.628359375","0.628359375","0.808671875","0.808671875","0.808671875","0.962890625","0.962890625","0.962890625","0.93703125","0.93703125","0.93703125"
"2507","0.62421875","0.62421875","0.62421875","0.635546875","0.635546875","0.635546875","0.629609375","0.629609375","0.629609375","0.8121875","0.8121875","0.8121875","0.9621875","0.9621875","0.9621875","0.93328125","0.93328125","0.93328125"
"2518","0.628671875","0.628671875","0.628671875","0.632890625","0.632890625","0.632890625","0.630390625","0.630390625","0.630390625","0.809609375","0.809609375","0.809609375","0.960703125","0.960703125","0.960703125","0.936875","0.936875","0.936875"
"2529","0.62890625","0.62890625","0.62890625","0.631171875","0.631171875","0.631171875","0.626328125","0.626328125","0.626328125","0.800703125","0.800703125","0.800703125","0.971953125","0.971953125","0.971953125","0.936484375","0.936484375","0.936484375"
"2540","0.630078125","0.630078125","0.630078125","0.632421875","0.632421875","0.632421875","0.629765625","0.629765625","0.629765625","0.813515625","0.813515625","0.813515625","0.96390625","0.96390625","0.96390625","0.936796875","0.936796875","0.936796875"
"2551","0.627890625","0.627890625","0.627890625","0.6325","0.6325","0.6325","0.626015625","0.626015625","0.626015625","0.813359375","0.813359375","0.813359375","0.962578125","0.962578125","0.962578125","0.934921875","0.934921875","0.934921875"
"2562","0.625703125","0.625703125","0.625703125","0.628671875","0.628671875","0.628671875","0.631875","0.631875","0.631875","0.812421875","0.812421875","0.812421875","0.968046875","0.968046875","0.968046875","0.9403125","0.9403125","0.9403125"
"2573","0.625546875","0.625546875","0.625546875","0.631875","0.631875","0.631875","0.630703125","0.630703125","0.630703125","0.817578125","0.817578125","0.817578125","0.96","0.96","0.96","0.93609375","0.93609375","0.93609375"
"2584","0.626328125","0.626328125","0.626328125","0.6296875","0.6296875","0.6296875","0.634921875","0.634921875","0.634921875","0.785546875","0.785546875","0.785546875","0.965625","0.965625","0.965625","0.938125","0.938125","0.938125"
"2595","0.626953125","0.626953125","0.626953125","0.624609375","0.624609375","0.624609375","0.633359375","0.633359375","0.633359375","0.8103125","0.8103125","0.8103125","0.9653125","0.9653125","0.9653125","0.93859375","0.93859375","0.93859375"
"2606","0.6228125","0.6228125","0.6228125","0.63609375","0.63609375","0.63609375","0.62796875","0.62796875","0.62796875","0.81109375","0.81109375","0.81109375","0.9684375","0.9684375","0.9684375","0.94171875","0.94171875","0.94171875"
"2617","0.62671875","0.62671875","0.62671875","0.63171875","0.63171875","0.63171875","0.629453125","0.629453125","0.629453125","0.802734375","0.802734375","0.802734375","0.965234375","0.965234375","0.965234375","0.936953125","0.936953125","0.936953125"
"2628","0.626875","0.626875","0.626875","0.6290625","0.6290625","0.6290625","0.6321875","0.6321875","0.6321875","0.812265625","0.812265625","0.812265625","0.9634375","0.9634375","0.9634375","0.939140625","0.939140625","0.939140625"
"2639","0.6240625","0.6240625","0.6240625","0.63296875","0.63296875","0.63296875","0.635703125","0.635703125","0.635703125","0.8103125","0.8103125","0.8103125","0.965546875","0.965546875","0.965546875","0.934375","0.934375","0.934375"
"2650","0.627734375","0.627734375","0.627734375","0.635859375","0.635859375","0.635859375","0.630078125","0.630078125","0.630078125","0.804765625","0.804765625","0.804765625","0.969140625","0.969140625","0.969140625","0.93515625","0.93515625","0.93515625"
"2661","0.629453125","0.629453125","0.629453125","0.63453125","0.63453125","0.63453125","0.631328125","0.631328125","0.631328125","0.815234375","0.815234375","0.815234375","0.96421875","0.96421875","0.96421875","0.9353125","0.9353125","0.9353125"
"2672","0.629296875","0.629296875","0.629296875","0.6353125","0.6353125","0.6353125","0.629921875","0.629921875","0.629921875","0.81875","0.81875","0.81875","0.964375","0.964375","0.964375","0.937890625","0.937890625","0.937890625"
"2683","0.627265625","0.627265625","0.627265625","0.63296875","0.63296875","0.63296875","0.628515625","0.628515625","0.628515625","0.81296875","0.81296875","0.81296875","0.966640625","0.966640625","0.966640625","0.9415625","0.9415625","0.9415625"
"2694","0.6275","0.6275","0.6275","0.631796875","0.631796875","0.631796875","0.631171875","0.631171875","0.631171875","0.810546875","0.810546875","0.810546875","0.95875","0.95875","0.95875","0.94234375","0.94234375","0.94234375"
"2705","0.622578125","0.622578125","0.622578125","0.633671875","0.633671875","0.633671875","0.631171875","0.631171875","0.631171875","0.8153125","0.8153125","0.8153125","0.968671875","0.968671875","0.968671875","0.94109375","0.94109375","0.94109375"
"2716","0.62015625","0.62015625","0.62015625","0.63546875","0.63546875","0.63546875","0.631484375","0.631484375","0.631484375","0.812578125","0.812578125","0.812578125","0.9634375","0.9634375","0.9634375","0.94140625","0.94140625","0.94140625"
"2727","0.628671875","0.628671875","0.628671875","0.633046875","0.633046875","0.633046875","0.62984375","0.62984375","0.62984375","0.81453125","0.81453125","0.81453125","0.96828125","0.96828125","0.96828125","0.938203125","0.938203125","0.938203125"
"2738","0.62546875","0.62546875","0.62546875","0.630390625","0.630390625","0.630390625","0.63171875","0.63171875","0.63171875","0.79953125","0.79953125","0.79953125","0.96703125","0.96703125","0.96703125","0.9428125","0.9428125","0.9428125"
"2749","0.62734375","0.62734375","0.62734375","0.631171875","0.631171875","0.631171875","0.630703125","0.630703125","0.630703125","0.790546875","0.790546875","0.790546875","0.968515625","0.968515625","0.968515625","0.9390625","0.9390625","0.9390625"
"2760","0.62578125","0.62578125","0.62578125","0.636484375","0.636484375","0.636484375","0.627421875","0.627421875","0.627421875","0.816015625","0.816015625","0.816015625","0.969765625","0.969765625","0.969765625","0.940234375","0.940234375","0.940234375"
"2771","0.6259375","0.6259375","0.6259375","0.6290625","0.6290625","0.6290625","0.632578125","0.632578125","0.632578125","0.80828125","0.80828125","0.80828125","0.96890625","0.96890625","0.96890625","0.935703125","0.935703125","0.935703125"
"2782","0.62546875","0.62546875","0.62546875","0.635859375","0.635859375","0.635859375","0.6265625","0.6265625","0.6265625","0.811953125","0.811953125","0.811953125","0.971171875","0.971171875","0.971171875","0.94109375","0.94109375","0.94109375"
"2793","0.627265625","0.627265625","0.627265625","0.63453125","0.63453125","0.63453125","0.631171875","0.631171875","0.631171875","0.8146875","0.8146875","0.8146875","0.969921875","0.969921875","0.969921875","0.937578125","0.937578125","0.937578125"
"2804","0.6328125","0.6328125","0.6328125","0.635","0.635","0.635","0.629140625","0.629140625","0.629140625","0.812890625","0.812890625","0.812890625","0.966796875","0.966796875","0.966796875","0.936171875","0.936171875","0.936171875"
"2815","0.624453125","0.624453125","0.624453125","0.63375","0.63375","0.63375","0.6278125","0.6278125","0.6278125","0.793515625","0.793515625","0.793515625","0.963359375","0.963359375","0.963359375","0.941015625","0.941015625","0.941015625"
"2826","0.622578125","0.622578125","0.622578125","0.63484375","0.63484375","0.63484375","0.62640625","0.62640625","0.62640625","0.807734375","0.807734375","0.807734375","0.9628125","0.9628125","0.9628125","0.9425","0.9425","0.9425"
"2837","0.6234375","0.6234375","0.6234375","0.637109375","0.637109375","0.637109375","0.633515625","0.633515625","0.633515625","0.8","0.8","0.8","0.968984375","0.968984375","0.968984375","0.9453125","0.9453125","0.9453125"
"2848","0.626875","0.626875","0.626875","0.638671875","0.638671875","0.638671875","0.631875","0.631875","0.631875","0.8159375","0.8159375","0.8159375","0.968671875","0.968671875","0.968671875","0.939375","0.939375","0.939375"
"2859","0.625","0.625","0.625","0.63265625","0.63265625","0.63265625","0.6321875","0.6321875","0.6321875","0.8159375","0.8159375","0.8159375","0.9709375","0.9709375","0.9709375","0.9378125","0.9378125","0.9378125"
"2870","0.62546875","0.62546875","0.62546875","0.63765625","0.63765625","0.63765625","0.63375","0.63375","0.63375","0.813046875","0.813046875","0.813046875","0.970078125","0.970078125","0.970078125","0.938125","0.938125","0.938125"
"2881","0.62796875","0.62796875","0.62796875","0.639375","0.639375","0.639375","0.6296875","0.6296875","0.6296875","0.81203125","0.81203125","0.81203125","0.96546875","0.96546875","0.96546875","0.945703125","0.945703125","0.945703125"
"2892","0.6240625","0.6240625","0.6240625","0.63703125","0.63703125","0.63703125","0.632890625","0.632890625","0.632890625","0.81359375","0.81359375","0.81359375","0.96484375","0.96484375","0.96484375","0.94234375","0.94234375","0.94234375"
"2903","0.625703125","0.625703125","0.625703125","0.635","0.635","0.635","0.634140625","0.634140625","0.634140625","0.813125","0.813125","0.813125","0.9621875","0.9621875","0.9621875","0.940625","0.940625","0.940625"
"2914","0.628046875","0.628046875","0.628046875","0.636796875","0.636796875","0.636796875","0.63046875","0.63046875","0.63046875","0.81640625","0.81640625","0.81640625","0.96796875","0.96796875","0.96796875","0.943671875","0.943671875","0.943671875"
"2925","0.628203125","0.628203125","0.628203125","0.63390625","0.63390625","0.63390625","0.633046875","0.633046875","0.633046875","0.820546875","0.820546875","0.820546875","0.971796875","0.971796875","0.971796875","0.94109375","0.94109375","0.94109375"
"2936","0.62703125","0.62703125","0.62703125","0.63890625","0.63890625","0.63890625","0.63515625","0.63515625","0.63515625","0.819765625","0.819765625","0.819765625","0.96265625","0.96265625","0.96265625","0.9434375","0.9434375","0.9434375"
"2947","0.62734375","0.62734375","0.62734375","0.639765625","0.639765625","0.639765625","0.630546875","0.630546875","0.630546875","0.8240625","0.8240625","0.8240625","0.96359375","0.96359375","0.96359375","0.946171875","0.946171875","0.946171875"
"2958","0.62640625","0.62640625","0.62640625","0.635390625","0.635390625","0.635390625","0.631796875","0.631796875","0.631796875","0.8196875","0.8196875","0.8196875","0.96609375","0.96609375","0.96609375","0.941953125","0.941953125","0.941953125"
"2969","0.626171875","0.626171875","0.626171875","0.63625","0.63625","0.63625","0.62890625","0.62890625","0.62890625","0.822578125","0.822578125","0.822578125","0.96421875","0.96421875","0.96421875","0.94875","0.94875","0.94875"
"2980","0.624609375","0.624609375","0.624609375","0.636875","0.636875","0.636875","0.630859375","0.630859375","0.630859375","0.801484375","0.801484375","0.801484375","0.966796875","0.966796875","0.966796875","0.940546875","0.940546875","0.940546875"
"2991","0.6225","0.6225","0.6225","0.6375","0.6375","0.6375","0.628046875","0.628046875","0.628046875","0.8284375","0.8284375","0.8284375","0.957890625","0.957890625","0.957890625","0.9428125","0.9428125","0.9428125"
"3002","0.62125","0.62125","0.62125","0.632890625","0.632890625","0.632890625","0.62953125","0.62953125","0.62953125","0.82078125","0.82078125","0.82078125","0.97359375","0.97359375","0.97359375","0.948515625","0.948515625","0.948515625"
"3013","0.623203125","0.623203125","0.623203125","0.63421875","0.63421875","0.63421875","0.633515625","0.633515625","0.633515625","0.823515625","0.823515625","0.823515625","0.97125","0.97125","0.97125","0.94609375","0.94609375","0.94609375"
"3024","0.624296875","0.624296875","0.624296875","0.6378125","0.6378125","0.6378125","0.63203125","0.63203125","0.63203125","0.81265625","0.81265625","0.81265625","0.955","0.955","0.955","0.94453125","0.94453125","0.94453125"
"3035","0.6253125","0.6253125","0.6253125","0.629296875","0.629296875","0.629296875","0.63203125","0.63203125","0.63203125","0.805703125","0.805703125","0.805703125","0.966640625","0.966640625","0.966640625","0.94203125","0.94203125","0.94203125"
"3046","0.6265625","0.6265625","0.6265625","0.63828125","0.63828125","0.63828125","0.630234375","0.630234375","0.630234375","0.81296875","0.81296875","0.81296875","0.967109375","0.967109375","0.967109375","0.943359375","0.943359375","0.943359375"
"3057","0.6284375","0.6284375","0.6284375","0.634765625","0.634765625","0.634765625","0.626875","0.626875","0.626875","0.808046875","0.808046875","0.808046875","0.969375","0.969375","0.969375","0.944453125","0.944453125","0.944453125"
"3068","0.6234375","0.6234375","0.6234375","0.63421875","0.63421875","0.63421875","0.62796875","0.62796875","0.62796875","0.815234375","0.815234375","0.815234375","0.961171875","0.961171875","0.961171875","0.942421875","0.942421875","0.942421875"
"3079","0.62171875","0.62171875","0.62171875","0.63421875","0.63421875","0.63421875","0.631328125","0.631328125","0.631328125","0.81921875","0.81921875","0.81921875","0.966015625","0.966015625","0.966015625","0.94265625","0.94265625","0.94265625"
"3090","0.6265625","0.6265625","0.6265625","0.634765625","0.634765625","0.634765625","0.6309375","0.6309375","0.6309375","0.82296875","0.82296875","0.82296875","0.97078125","0.97078125","0.97078125","0.946015625","0.946015625","0.946015625"
"3101","0.6275","0.6275","0.6275","0.6334375","0.6334375","0.6334375","0.63140625","0.63140625","0.63140625","0.810546875","0.810546875","0.810546875","0.969375","0.969375","0.969375","0.94765625","0.94765625","0.94765625"
"3112","0.62609375","0.62609375","0.62609375","0.633671875","0.633671875","0.633671875","0.6315625","0.6315625","0.6315625","0.823046875","0.823046875","0.823046875","0.96828125","0.96828125","0.96828125","0.9459375","0.9459375","0.9459375"
"3123","0.62734375","0.62734375","0.62734375","0.6403125","0.6403125","0.6403125","0.633203125","0.633203125","0.633203125","0.8196875","0.8196875","0.8196875","0.964375","0.964375","0.964375","0.945859375","0.945859375","0.945859375"
"3134","0.626484375","0.626484375","0.626484375","0.634921875","0.634921875","0.634921875","0.633828125","0.633828125","0.633828125","0.803515625","0.803515625","0.803515625","0.96890625","0.96890625","0.96890625","0.945390625","0.945390625","0.945390625"
"3145","0.630859375","0.630859375","0.630859375","0.633125","0.633125","0.633125","0.63203125","0.63203125","0.63203125","0.815859375","0.815859375","0.815859375","0.9721875","0.9721875","0.9721875","0.941875","0.941875","0.941875"
"3156","0.627890625","0.627890625","0.627890625","0.632578125","0.632578125","0.632578125","0.631171875","0.631171875","0.631171875","0.828046875","0.828046875","0.828046875","0.96390625","0.96390625","0.96390625","0.948828125","0.948828125","0.948828125"
"3167","0.62703125","0.62703125","0.62703125","0.63671875","0.63671875","0.63671875","0.62859375","0.62859375","0.62859375","0.816875","0.816875","0.816875","0.970859375","0.970859375","0.970859375","0.944921875","0.944921875","0.944921875"
"3178","0.626328125","0.626328125","0.626328125","0.6378125","0.6378125","0.6378125","0.634140625","0.634140625","0.634140625","0.8203125","0.8203125","0.8203125","0.965078125","0.965078125","0.965078125","0.949609375","0.949609375","0.949609375"
"3189","0.627578125","0.627578125","0.627578125","0.637109375","0.637109375","0.637109375","0.62984375","0.62984375","0.62984375","0.803125","0.803125","0.803125","0.97265625","0.97265625","0.97265625","0.949765625","0.949765625","0.949765625"
"3200","0.626484375","0.626484375","0.626484375","0.63375","0.63375","0.63375","0.63328125","0.63328125","0.63328125","0.820390625","0.820390625","0.820390625","0.973125","0.973125","0.973125","0.945078125","0.945078125","0.945078125"
"3211","0.62828125","0.62828125","0.62828125","0.630234375","0.630234375","0.630234375","0.635078125","0.635078125","0.635078125","0.8109375","0.8109375","0.8109375","0.9675","0.9675","0.9675","0.9425","0.9425","0.9425"
"3222","0.626640625","0.626640625","0.626640625","0.635","0.635","0.635","0.635234375","0.635234375","0.635234375","0.805546875","0.805546875","0.805546875","0.9671875","0.9671875","0.9671875","0.948984375","0.948984375","0.948984375"
"3233","0.62796875","0.62796875","0.62796875","0.63890625","0.63890625","0.63890625","0.63265625","0.63265625","0.63265625","0.8140625","0.8140625","0.8140625","0.96984375","0.96984375","0.96984375","0.944296875","0.944296875","0.944296875"
"3244","0.6265625","0.6265625","0.6265625","0.634921875","0.634921875","0.634921875","0.633046875","0.633046875","0.633046875","0.824765625","0.824765625","0.824765625","0.96859375","0.96859375","0.96859375","0.943359375","0.943359375","0.943359375"
"3255","0.627421875","0.627421875","0.627421875","0.634296875","0.634296875","0.634296875","0.629609375","0.629609375","0.629609375","0.825859375","0.825859375","0.825859375","0.972109375","0.972109375","0.972109375","0.9465625","0.9465625","0.9465625"
"3266","0.62484375","0.62484375","0.62484375","0.63140625","0.63140625","0.63140625","0.631640625","0.631640625","0.631640625","0.816328125","0.816328125","0.816328125","0.96921875","0.96921875","0.96921875","0.94421875","0.94421875","0.94421875"
"3277","0.62453125","0.62453125","0.62453125","0.6353125","0.6353125","0.6353125","0.63390625","0.63390625","0.63390625","0.81328125","0.81328125","0.81328125","0.9684375","0.9684375","0.9684375","0.944765625","0.944765625","0.944765625"
"3288","0.628359375","0.628359375","0.628359375","0.6340625","0.6340625","0.6340625","0.63515625","0.63515625","0.63515625","0.8215625","0.8215625","0.8215625","0.966640625","0.966640625","0.966640625","0.94421875","0.94421875","0.94421875"
"3299","0.6246875","0.6246875","0.6246875","0.641171875","0.641171875","0.641171875","0.632265625","0.632265625","0.632265625","0.77234375","0.77234375","0.77234375","0.96984375","0.96984375","0.96984375","0.94484375","0.94484375","0.94484375"
"3310","0.622890625","0.622890625","0.622890625","0.63609375","0.63609375","0.63609375","0.635234375","0.635234375","0.635234375","0.8128125","0.8128125","0.8128125","0.971953125","0.971953125","0.971953125","0.947109375","0.947109375","0.947109375"
"3321","0.62609375","0.62609375","0.62609375","0.63875","0.63875","0.63875","0.63515625","0.63515625","0.63515625","0.823359375","0.823359375","0.823359375","0.96203125","0.96203125","0.96203125","0.94421875","0.94421875","0.94421875"
"3332","0.624453125","0.624453125","0.624453125","0.6325","0.6325","0.6325","0.6353125","0.6353125","0.6353125","0.82625","0.82625","0.82625","0.968125","0.968125","0.968125","0.946875","0.946875","0.946875"
"3343","0.6278125","0.6278125","0.6278125","0.635","0.635","0.635","0.633359375","0.633359375","0.633359375","0.826015625","0.826015625","0.826015625","0.96546875","0.96546875","0.96546875","0.94265625","0.94265625","0.94265625"
"3354","0.62578125","0.62578125","0.62578125","0.639375","0.639375","0.639375","0.631953125","0.631953125","0.631953125","0.82453125","0.82453125","0.82453125","0.9703125","0.9703125","0.9703125","0.942578125","0.942578125","0.942578125"
"3365","0.624375","0.624375","0.624375","0.6365625","0.6365625","0.6365625","0.635546875","0.635546875","0.635546875","0.82171875","0.82171875","0.82171875","0.958125","0.958125","0.958125","0.947109375","0.947109375","0.947109375"
"3376","0.624375","0.624375","0.624375","0.636796875","0.636796875","0.636796875","0.635625","0.635625","0.635625","0.828359375","0.828359375","0.828359375","0.96484375","0.96484375","0.96484375","0.949609375","0.949609375","0.949609375"
"3387","0.626171875","0.626171875","0.626171875","0.63578125","0.63578125","0.63578125","0.633671875","0.633671875","0.633671875","0.82921875","0.82921875","0.82921875","0.971875","0.971875","0.971875","0.946640625","0.946640625","0.946640625"
"3398","0.629609375","0.629609375","0.629609375","0.63578125","0.63578125","0.63578125","0.632578125","0.632578125","0.632578125","0.8271875","0.8271875","0.8271875","0.962578125","0.962578125","0.962578125","0.9459375","0.9459375","0.9459375"
"3409","0.628125","0.628125","0.628125","0.63734375","0.63734375","0.63734375","0.632265625","0.632265625","0.632265625","0.825234375","0.825234375","0.825234375","0.968515625","0.968515625","0.968515625","0.94953125","0.94953125","0.94953125"
"3420","0.626875","0.626875","0.626875","0.633828125","0.633828125","0.633828125","0.633515625","0.633515625","0.633515625","0.82265625","0.82265625","0.82265625","0.964296875","0.964296875","0.964296875","0.94875","0.94875","0.94875"
"3431","0.628515625","0.628515625","0.628515625","0.638515625","0.638515625","0.638515625","0.636640625","0.636640625","0.636640625","0.820234375","0.820234375","0.820234375","0.962890625","0.962890625","0.962890625","0.94265625","0.94265625","0.94265625"
"3442","0.6271875","0.6271875","0.6271875","0.63734375","0.63734375","0.63734375","0.637734375","0.637734375","0.637734375","0.81734375","0.81734375","0.81734375","0.961953125","0.961953125","0.961953125","0.946875","0.946875","0.946875"
"3453","0.626015625","0.626015625","0.626015625","0.636484375","0.636484375","0.636484375","0.633828125","0.633828125","0.633828125","0.814140625","0.814140625","0.814140625","0.96328125","0.96328125","0.96328125","0.9465625","0.9465625","0.9465625"
"3464","0.6296875","0.6296875","0.6296875","0.638359375","0.638359375","0.638359375","0.635703125","0.635703125","0.635703125","0.827265625","0.827265625","0.827265625","0.968046875","0.968046875","0.968046875","0.9475","0.9475","0.9475"
"3475","0.624296875","0.624296875","0.624296875","0.6403125","0.6403125","0.6403125","0.638515625","0.638515625","0.638515625","0.81859375","0.81859375","0.81859375","0.973984375","0.973984375","0.973984375","0.944609375","0.944609375","0.944609375"
"3486","0.6275","0.6275","0.6275","0.636796875","0.636796875","0.636796875","0.63421875","0.63421875","0.63421875","0.82546875","0.82546875","0.82546875","0.968828125","0.968828125","0.968828125","0.9478125","0.9478125","0.9478125"
"3497","0.6234375","0.6234375","0.6234375","0.63390625","0.63390625","0.63390625","0.634765625","0.634765625","0.634765625","0.819609375","0.819609375","0.819609375","0.968125","0.968125","0.968125","0.9446875","0.9446875","0.9446875"
"3508","0.625703125","0.625703125","0.625703125","0.638046875","0.638046875","0.638046875","0.63546875","0.63546875","0.63546875","0.82078125","0.82078125","0.82078125","0.96734375","0.96734375","0.96734375","0.946875","0.946875","0.946875"
"3519","0.629765625","0.629765625","0.629765625","0.6334375","0.6334375","0.6334375","0.636796875","0.636796875","0.636796875","0.81640625","0.81640625","0.81640625","0.95890625","0.95890625","0.95890625","0.944375","0.944375","0.944375"
"3530","0.631015625","0.631015625","0.631015625","0.638984375","0.638984375","0.638984375","0.632578125","0.632578125","0.632578125","0.82640625","0.82640625","0.82640625","0.9653125","0.9653125","0.9653125","0.949453125","0.949453125","0.949453125"
"3541","0.62984375","0.62984375","0.62984375","0.634296875","0.634296875","0.634296875","0.63640625","0.63640625","0.63640625","0.81015625","0.81015625","0.81015625","0.974765625","0.974765625","0.974765625","0.94671875","0.94671875","0.94671875"
"3552","0.627734375","0.627734375","0.627734375","0.640078125","0.640078125","0.640078125","0.635","0.635","0.635","0.8275","0.8275","0.8275","0.97203125","0.97203125","0.97203125","0.95078125","0.95078125","0.95078125"
"3563","0.63","0.63","0.63","0.631875","0.631875","0.631875","0.633515625","0.633515625","0.633515625","0.821484375","0.821484375","0.821484375","0.973203125","0.973203125","0.973203125","0.9440625","0.9440625","0.9440625"
"3574","0.6284375","0.6284375","0.6284375","0.6375","0.6375","0.6375","0.636953125","0.636953125","0.636953125","0.817109375","0.817109375","0.817109375","0.96328125","0.96328125","0.96328125","0.949765625","0.949765625","0.949765625"
"3585","0.62671875","0.62671875","0.62671875","0.633984375","0.633984375","0.633984375","0.631875","0.631875","0.631875","0.820859375","0.820859375","0.820859375","0.964453125","0.964453125","0.964453125","0.9509375","0.9509375","0.9509375"
"3596","0.62859375","0.62859375","0.62859375","0.636015625","0.636015625","0.636015625","0.6303125","0.6303125","0.6303125","0.83671875","0.83671875","0.83671875","0.97375","0.97375","0.97375","0.94890625","0.94890625","0.94890625"
"3607","0.634296875","0.634296875","0.634296875","0.634609375","0.634609375","0.634609375","0.637265625","0.637265625","0.637265625","0.826015625","0.826015625","0.826015625","0.976484375","0.976484375","0.976484375","0.947890625","0.947890625","0.947890625"
"3618","0.627421875","0.627421875","0.627421875","0.63546875","0.63546875","0.63546875","0.636484375","0.636484375","0.636484375","0.826875","0.826875","0.826875","0.972734375","0.972734375","0.972734375","0.943125","0.943125","0.943125"
"3629","0.62796875","0.62796875","0.62796875","0.635546875","0.635546875","0.635546875","0.63015625","0.63015625","0.63015625","0.831484375","0.831484375","0.831484375","0.9725","0.9725","0.9725","0.94421875","0.94421875","0.94421875"
"3640","0.628984375","0.628984375","0.628984375","0.6390625","0.6390625","0.6390625","0.63453125","0.63453125","0.63453125","0.823125","0.823125","0.823125","0.962265625","0.962265625","0.962265625","0.9478125","0.9478125","0.9478125"
"3651","0.62921875","0.62921875","0.62921875","0.639453125","0.639453125","0.639453125","0.639609375","0.639609375","0.639609375","0.81671875","0.81671875","0.81671875","0.969453125","0.969453125","0.969453125","0.948359375","0.948359375","0.948359375"
"3662","0.629140625","0.629140625","0.629140625","0.63484375","0.63484375","0.63484375","0.63703125","0.63703125","0.63703125","0.82515625","0.82515625","0.82515625","0.975078125","0.975078125","0.975078125","0.944921875","0.944921875","0.944921875"
"3673","0.6309375","0.6309375","0.6309375","0.636875","0.636875","0.636875","0.635859375","0.635859375","0.635859375","0.832734375","0.832734375","0.832734375","0.96890625","0.96890625","0.96890625","0.948359375","0.948359375","0.948359375"
"3684","0.628125","0.628125","0.628125","0.636328125","0.636328125","0.636328125","0.637734375","0.637734375","0.637734375","0.8275","0.8275","0.8275","0.970703125","0.970703125","0.970703125","0.9490625","0.9490625","0.9490625"
"3695","0.628671875","0.628671875","0.628671875","0.63671875","0.63671875","0.63671875","0.6384375","0.6384375","0.6384375","0.8278125","0.8278125","0.8278125","0.973671875","0.973671875","0.973671875","0.9465625","0.9465625","0.9465625"
"3706","0.629609375","0.629609375","0.629609375","0.637421875","0.637421875","0.637421875","0.6375","0.6375","0.6375","0.835","0.835","0.835","0.971640625","0.971640625","0.971640625","0.948984375","0.948984375","0.948984375"
"3717","0.6271875","0.6271875","0.6271875","0.636328125","0.636328125","0.636328125","0.638828125","0.638828125","0.638828125","0.82609375","0.82609375","0.82609375","0.9740625","0.9740625","0.9740625","0.94796875","0.94796875","0.94796875"
