"Step","stateleaky - ppl","stateleaky - ppl__MIN","stateleaky - ppl__MAX","leaky - ppl","leaky - ppl__MIN","leaky - ppl__MAX"
"7676","","","","34.02042824954816","34.02042824954816","34.02042824954816"
"7679","","","","31.886829718004073","31.886829718004073","31.886829718004073"
"7681","","","","32.7887208769683","32.7887208769683","32.7887208769683"
"7684","","","","33.08232717004153","33.08232717004153","33.08232717004153"
"7686","","","","32.93552266816246","32.93552266816246","32.93552266816246"
"7689","","","","31.26391733537566","31.26391733537566","31.26391733537566"
"7690","","","","33.28382695631716","33.28382695631716","33.28382695631716"
"7691","","","","31.321293477756917","31.321293477756917","31.321293477756917"
"7692","","","","29.099383811693652","29.099383811693652","29.099383811693652"
"7693","","","","30.073477033966622","30.073477033966622","30.073477033966622"
"7695","","","","36.63711160247988","36.63711160247988","36.63711160247988"
"7696","","","","30.655828462333385","30.655828462333385","30.655828462333385"
"7698","","","","35.098375376026404","35.098375376026404","35.098375376026404"
"7701","","","","34.04224176059728","34.04224176059728","34.04224176059728"
"7702","","","","37.05901812282666","37.05901812282666","37.05901812282666"
"7703","","","","35.35655333717753","35.35655333717753","35.35655333717753"
"7704","","","","33.05037980249007","33.05037980249007","33.05037980249007"
"7705","","","","33.30012012711476","33.30012012711476","33.30012012711476"
"7706","","","","35.71990280103971","35.71990280103971","35.71990280103971"
"7707","","","","33.23338354805253","33.23338354805253","33.23338354805253"
"7708","","","","31.11522897070654","31.11522897070654","31.11522897070654"
"7709","","","","35.065073094498395","35.065073094498395","35.065073094498395"
"7710","114.68262206483782","114.68262206483782","114.68262206483782","32.7254696958656","32.7254696958656","32.7254696958656"
"7711","","","","40.176234479494326","40.176234479494326","40.176234479494326"
"7713","","","","38.16017511469037","38.16017511469037","38.16017511469037"
"7714","","","","31.559197963288764","31.559197963288764","31.559197963288764"
"7716","","","","34.313511056462616","34.313511056462616","34.313511056462616"
"7717","129.58884667121887","129.58884667121887","129.58884667121887","36.18083658434555","36.18083658434555","36.18083658434555"
"7719","","","","35.29016231294712","35.29016231294712","35.29016231294712"
"7720","","","","34.707596868981945","34.707596868981945","34.707596868981945"
"7721","","","","33.59817605531988","33.59817605531988","33.59817605531988"
"7722","","","","35.62580574691012","35.62580574691012","35.62580574691012"
"7723","","","","34.05457199777238","34.05457199777238","34.05457199777238"
"7724","","","","39.02748871730387","39.02748871730387","39.02748871730387"
"7726","","","","33.988999177197755","33.988999177197755","33.988999177197755"
"7727","","","","35.9208157378794","35.9208157378794","35.9208157378794"
"7728","","","","31.16860530181976","31.16860530181976","31.16860530181976"
"7730","","","","34.29275774382089","34.29275774382089","34.29275774382089"
"7731","","","","36.782268771209125","36.782268771209125","36.782268771209125"
"7734","","","","33.86573936924257","33.86573936924257","33.86573936924257"
"7735","","","","32.02079285418937","32.02079285418937","32.02079285418937"
"7737","","","","36.60263413577069","36.60263413577069","36.60263413577069"
"7738","","","","31.906502106564","31.906502106564","31.906502106564"
"7739","","","","33.647331967278774","33.647331967278774","33.647331967278774"
"7740","","","","35.84461600252422","35.84461600252422","35.84461600252422"
"7741","","","","32.7597346716715","32.7597346716715","32.7597346716715"
"7742","","","","36.81547135997506","36.81547135997506","36.81547135997506"
"7745","","","","35.66365703995045","35.66365703995045","35.66365703995045"
"7746","","","","33.33848938669134","33.33848938669134","33.33848938669134"
"7749","","","","36.67679237640385","36.67679237640385","36.67679237640385"
"7751","","","","36.211527991993655","36.211527991993655","36.211527991993655"
"7752","","","","35.08320777373118","35.08320777373118","35.08320777373118"
"7755","","","","35.735045473681524","35.735045473681524","35.735045473681524"
"7757","","","","34.89053789321434","34.89053789321434","34.89053789321434"
"7758","","","","37.3674511490505","37.3674511490505","37.3674511490505"
"7759","","","","33.859624578269226","33.859624578269226","33.859624578269226"
"7760","","","","35.08341529938062","35.08341529938062","35.08341529938062"
"7761","","","","36.313285424801606","36.313285424801606","36.313285424801606"
"7762","","","","32.67991140021766","32.67991140021766","32.67991140021766"
"7763","","","","35.77176716572933","35.77176716572933","35.77176716572933"
"7764","","","","33.9067539450614","33.9067539450614","33.9067539450614"
"7765","","","","32.65218072550078","32.65218072550078","32.65218072550078"
"7767","","","","31.610016242764104","31.610016242764104","31.610016242764104"
"7769","","","","31.483860252844195","31.483860252844195","31.483860252844195"
"7771","","","","32.911044698653875","32.911044698653875","32.911044698653875"
"7772","","","","35.19035166208034","35.19035166208034","35.19035166208034"
"7773","","","","30.362116172879038","30.362116172879038","30.362116172879038"
"7774","","","","29.590790668350174","29.590790668350174","29.590790668350174"
"7775","","","","38.537343427282906","38.537343427282906","38.537343427282906"
"7776","133.03515127204292","133.03515127204292","133.03515127204292","37.25885370078609","37.25885370078609","37.25885370078609"
"7777","","","","32.61532312526389","32.61532312526389","32.61532312526389"
"7778","","","","34.084169666865066","34.084169666865066","34.084169666865066"
"7779","","","","33.19794611388602","33.19794611388602","33.19794611388602"
"7781","","","","36.38106173421675","36.38106173421675","36.38106173421675"
"7783","","","","33.89340911349046","33.89340911349046","33.89340911349046"
"7784","","","","32.0132077781974","32.0132077781974","32.0132077781974"
"7785","","","","33.77482035319765","33.77482035319765","33.77482035319765"
"7786","","","","34.437550137809794","34.437550137809794","34.437550137809794"
"7787","","","","33.22907241726896","33.22907241726896","33.22907241726896"
"7788","","","","37.201770948735984","37.201770948735984","37.201770948735984"
"7789","","","","37.5651388309572","37.5651388309572","37.5651388309572"
"7791","","","","33.525795635240925","33.525795635240925","33.525795635240925"
"7792","","","","32.34162083199289","32.34162083199289","32.34162083199289"
"7793","","","","33.54695304299118","33.54695304299118","33.54695304299118"
"7794","","","","33.490172099437665","33.490172099437665","33.490172099437665"
"7795","","","","36.127498654092065","36.127498654092065","36.127498654092065"
"7797","","","","33.98241545406659","33.98241545406659","33.98241545406659"
"7799","","","","32.772188127283584","32.772188127283584","32.772188127283584"
"7800","","","","34.55671686675274","34.55671686675274","34.55671686675274"
"7801","","","","35.08051329837917","35.08051329837917","35.08051329837917"
"7802","","","","30.581638214137715","30.581638214137715","30.581638214137715"
"7803","","","","37.636292118075446","37.636292118075446","37.636292118075446"
"7806","","","","32.91756615836106","32.91756615836106","32.91756615836106"
"7807","","","","31.600619746264375","31.600619746264375","31.600619746264375"
"7808","","","","33.01787426599078","33.01787426599078","33.01787426599078"
"7809","","","","36.650527093096386","36.650527093096386","36.650527093096386"
"7810","","","","33.18002080568796","33.18002080568796","33.18002080568796"
"7811","","","","30.194912086754886","30.194912086754886","30.194912086754886"
"7812","","","","31.087136323373297","31.087136323373297","31.087136323373297"
"7814","","","","36.61781900838467","36.61781900838467","36.61781900838467"
"7816","","","","36.25067059714561","36.25067059714561","36.25067059714561"
"7817","","","","32.5880725302844","32.5880725302844","32.5880725302844"
"7818","","","","37.407310983665226","37.407310983665226","37.407310983665226"
"7820","","","","31.257666131165955","31.257666131165955","31.257666131165955"
"7821","","","","36.08184679819542","36.08184679819542","36.08184679819542"
"7823","","","","32.65170210708422","32.65170210708422","32.65170210708422"
"7824","","","","34.499954602881274","34.499954602881274","34.499954602881274"
"7828","","","","39.102781731141455","39.102781731141455","39.102781731141455"
"7830","","","","36.39781500053582","36.39781500053582","36.39781500053582"
"7831","","","","34.848044917684085","34.848044917684085","34.848044917684085"
"7832","","","","36.21654871822597","36.21654871822597","36.21654871822597"
"7833","","","","35.76578450562312","35.76578450562312","35.76578450562312"
"7834","","","","32.14337993479743","32.14337993479743","32.14337993479743"
"7835","","","","32.98005398583082","32.98005398583082","32.98005398583082"
"7837","","","","39.96652494742994","39.96652494742994","39.96652494742994"
"7838","","","","35.909282188881505","35.909282188881505","35.909282188881505"
"7839","","","","32.682062555474424","32.682062555474424","32.682062555474424"
"7841","","","","34.00777136236362","34.00777136236362","34.00777136236362"
"7842","","","","33.81015861985586","33.81015861985586","33.81015861985586"
"7843","122.63538897006124","122.63538897006124","122.63538897006124","34.237079260808436","34.237079260808436","34.237079260808436"
"7844","","","","34.58480647003337","34.58480647003337","34.58480647003337"
"7847","","","","30.643033808723047","30.643033808723047","30.643033808723047"
"7848","","","","32.15367448388011","32.15367448388011","32.15367448388011"
"7850","","","","29.255829911542644","29.255829911542644","29.255829911542644"
"7851","","","","32.53767212636787","32.53767212636787","32.53767212636787"
"7852","","","","29.29443270930451","29.29443270930451","29.29443270930451"
"7853","","","","36.04914941047008","36.04914941047008","36.04914941047008"
"7854","","","","32.468891636235355","32.468891636235355","32.468891636235355"
"7855","","","","31.472394845574215","31.472394845574215","31.472394845574215"
"7857","","","","34.543324788721314","34.543324788721314","34.543324788721314"
"7858","","","","30.134768457280913","30.134768457280913","30.134768457280913"
"7859","","","","34.70431274772644","34.70431274772644","34.70431274772644"
"7860","","","","31.091411905101456","31.091411905101456","31.091411905101456"
"7861","","","","34.146155352773576","34.146155352773576","34.146155352773576"
"7862","","","","32.965875332767126","32.965875332767126","32.965875332767126"
"7863","","","","35.3325228470394","35.3325228470394","35.3325228470394"
"7864","","","","35.179601015441534","35.179601015441534","35.179601015441534"
"7865","","","","31.50422909815546","31.50422909815546","31.50422909815546"
"7867","","","","36.48113298241232","36.48113298241232","36.48113298241232"
"7868","","","","36.47893229464768","36.47893229464768","36.47893229464768"
"7869","","","","30.97435296474639","30.97435296474639","30.97435296474639"
"7870","","","","39.592440687252896","39.592440687252896","39.592440687252896"
"7871","125.89202210383462","125.89202210383462","125.89202210383462","35.59488846620614","35.59488846620614","35.59488846620614"
"7873","","","","35.79093287888348","35.79093287888348","35.79093287888348"
"7874","","","","30.725889121594456","30.725889121594456","30.725889121594456"
"7875","","","","36.7709961369504","36.7709961369504","36.7709961369504"
"7877","","","","33.94475408606545","33.94475408606545","33.94475408606545"
"7878","","","","33.01280417995447","33.01280417995447","33.01280417995447"
"7879","","","","31.13665375882773","31.13665375882773","31.13665375882773"
"7882","","","","36.70641973341068","36.70641973341068","36.70641973341068"
"7883","","","","30.38290599024802","30.38290599024802","30.38290599024802"
"7884","","","","33.50365128337195","33.50365128337195","33.50365128337195"
"7885","","","","30.616349887131634","30.616349887131634","30.616349887131634"
"7886","","","","34.1786578861836","34.1786578861836","34.1786578861836"
"7887","","","","36.14962840250542","36.14962840250542","36.14962840250542"
"7889","","","","33.290036140614056","33.290036140614056","33.290036140614056"
"7890","","","","35.15642587171078","35.15642587171078","35.15642587171078"
"7891","","","","33.911476200054196","33.911476200054196","33.911476200054196"
"7892","","","","35.475272297331564","35.475272297331564","35.475272297331564"
"7894","","","","32.94996573624878","32.94996573624878","32.94996573624878"
"7896","","","","35.06375445292999","35.06375445292999","35.06375445292999"
"7897","","","","33.667740562056586","33.667740562056586","33.667740562056586"
"7898","","","","33.57847489201703","33.57847489201703","33.57847489201703"
"7899","","","","34.55289540130414","34.55289540130414","34.55289540130414"
"7900","","","","34.318321777053775","34.318321777053775","34.318321777053775"
"7901","107.49449826717779","107.49449826717779","107.49449826717779","30.94120481361371","30.94120481361371","30.94120481361371"
"7902","","","","32.69890788775071","32.69890788775071","32.69890788775071"
"7904","","","","32.00420449501649","32.00420449501649","32.00420449501649"
"7905","","","","30.0167623462991","30.0167623462991","30.0167623462991"
"7907","","","","28.56888272560473","28.56888272560473","28.56888272560473"
"7908","120.40550928172772","120.40550928172772","120.40550928172772","34.32918252086464","34.32918252086464","34.32918252086464"
"7909","","","","34.42183573354998","34.42183573354998","34.42183573354998"
"7910","","","","32.477132649146206","32.477132649146206","32.477132649146206"
"7911","","","","34.395717621622495","34.395717621622495","34.395717621622495"
"7912","","","","32.252192442899684","32.252192442899684","32.252192442899684"
"7913","","","","33.7583359839032","33.7583359839032","33.7583359839032"
"7914","","","","31.381475737519178","31.381475737519178","31.381475737519178"
"7915","","","","33.404033215166216","33.404033215166216","33.404033215166216"
"7917","120.54007134185325","120.54007134185325","120.54007134185325","33.505575758636965","33.505575758636965","33.505575758636965"
"7919","","","","33.26408739573119","33.26408739573119","33.26408739573119"
"7921","","","","34.91493535675492","34.91493535675492","34.91493535675492"
"7922","","","","32.744260279044205","32.744260279044205","32.744260279044205"
"7923","","","","30.32958041784092","30.32958041784092","30.32958041784092"
"7924","","","","33.839350240492635","33.839350240492635","33.839350240492635"
"7925","","","","30.28677190331631","30.28677190331631","30.28677190331631"
"7926","","","","31.56144233053768","31.56144233053768","31.56144233053768"
"7927","","","","32.022704891721084","32.022704891721084","32.022704891721084"
"7928","","","","33.58873908179944","33.58873908179944","33.58873908179944"
"7930","","","","31.843256216883134","31.843256216883134","31.843256216883134"
"7931","","","","37.12514925556206","37.12514925556206","37.12514925556206"
"7932","","","","35.54095812227611","35.54095812227611","35.54095812227611"
"7933","","","","32.38304941882895","32.38304941882895","32.38304941882895"
"7934","","","","35.0614278864935","35.0614278864935","35.0614278864935"
"7937","","","","33.05382894273822","33.05382894273822","33.05382894273822"
"7939","","","","34.342558662615986","34.342558662615986","34.342558662615986"
"7941","","","","34.72947445277877","34.72947445277877","34.72947445277877"
"7942","","","","34.164941006359946","34.164941006359946","34.164941006359946"
"7943","","","","31.058728035495918","31.058728035495918","31.058728035495918"
"7944","","","","34.28161324566989","34.28161324566989","34.28161324566989"
"7945","","","","31.11582700684697","31.11582700684697","31.11582700684697"
"7946","","","","30.87604957056","30.87604957056","30.87604957056"
"7947","","","","34.163559295127435","34.163559295127435","34.163559295127435"
"7948","","","","33.701436029585494","33.701436029585494","33.701436029585494"
"7950","","","","32.941421604877384","32.941421604877384","32.941421604877384"
"7951","","","","37.13921442376224","37.13921442376224","37.13921442376224"
"7952","","","","35.92437215114627","35.92437215114627","35.92437215114627"
"7953","","","","32.18646098131267","32.18646098131267","32.18646098131267"
"7954","","","","33.09648960391617","33.09648960391617","33.09648960391617"
"7955","","","","33.29770993438084","33.29770993438084","33.29770993438084"
"7956","","","","34.999685398786056","34.999685398786056","34.999685398786056"
"7957","","","","32.11066878583343","32.11066878583343","32.11066878583343"
"7958","","","","31.686812900346517","31.686812900346517","31.686812900346517"
"7959","","","","34.90076363815082","34.90076363815082","34.90076363815082"
"7960","","","","34.29493639637601","34.29493639637601","34.29493639637601"
"7961","","","","29.562965912784563","29.562965912784563","29.562965912784563"
"7962","","","","35.085372602591065","35.085372602591065","35.085372602591065"
"7963","","","","31.84395003979496","31.84395003979496","31.84395003979496"
"7964","","","","32.49876961845249","32.49876961845249","32.49876961845249"
"7965","","","","33.08869120760954","33.08869120760954","33.08869120760954"
"7966","","","","37.30170479661086","37.30170479661086","37.30170479661086"
"7967","115.03961018944065","115.03961018944065","115.03961018944065","32.75727080827324","32.75727080827324","32.75727080827324"
"7968","","","","36.1732539601251","36.1732539601251","36.1732539601251"
"7970","","","","29.857098608389784","29.857098608389784","29.857098608389784"
"7971","","","","36.69721876202066","36.69721876202066","36.69721876202066"
"7972","","","","30.599303403362686","30.599303403362686","30.599303403362686"
"7973","","","","31.516056960612183","31.516056960612183","31.516056960612183"
"7975","","","","36.313602408207494","36.313602408207494","36.313602408207494"
"7976","","","","32.50240481502356","32.50240481502356","32.50240481502356"
"7979","","","","33.575224756878285","33.575224756878285","33.575224756878285"
"7980","","","","33.58905281934428","33.58905281934428","33.58905281934428"
"7981","","","","34.50519564485586","34.50519564485586","34.50519564485586"
"7983","","","","33.62542049686266","33.62542049686266","33.62542049686266"
"7984","","","","34.600971664069476","34.600971664069476","34.600971664069476"
"7985","","","","33.77397697713614","33.77397697713614","33.77397697713614"
"7986","","","","33.22066180615281","33.22066180615281","33.22066180615281"
"7988","","","","34.3788010464023","34.3788010464023","34.3788010464023"
"7990","","","","32.60299486309982","32.60299486309982","32.60299486309982"
"7991","","","","32.99509310465723","32.99509310465723","32.99509310465723"
"7992","119.29291098296592","119.29291098296592","119.29291098296592","33.83312106078166","33.83312106078166","33.83312106078166"
"7994","","","","34.81574719922522","34.81574719922522","34.81574719922522"
"7996","","","","33.01178787817282","33.01178787817282","33.01178787817282"
"7997","","","","33.49607595901751","33.49607595901751","33.49607595901751"
"7999","","","","31.620595939525828","31.620595939525828","31.620595939525828"
"8001","","","","34.13007470760458","34.13007470760458","34.13007470760458"
"8002","","","","35.28529152047779","35.28529152047779","35.28529152047779"
"8003","","","","32.55567338806213","32.55567338806213","32.55567338806213"
"8004","","","","31.54093249284904","31.54093249284904","31.54093249284904"
"8007","","","","32.840250652712996","32.840250652712996","32.840250652712996"
"8008","","","","29.552815961579117","29.552815961579117","29.552815961579117"
"8009","","","","35.08313770457768","35.08313770457768","35.08313770457768"
"8011","","","","34.72769619018713","34.72769619018713","34.72769619018713"
"8012","","","","31.148392396536845","31.148392396536845","31.148392396536845"
"8013","","","","35.595794736030875","35.595794736030875","35.595794736030875"
"8014","","","","33.842720251484614","33.842720251484614","33.842720251484614"
"8015","","","","34.65020456376562","34.65020456376562","34.65020456376562"
"8016","","","","30.394809246898472","30.394809246898472","30.394809246898472"
"8018","108.11834079546513","108.11834079546513","108.11834079546513","29.639907443343997","29.639907443343997","29.639907443343997"
"8022","","","","33.55603863628947","33.55603863628947","33.55603863628947"
"8023","","","","31.127916380960393","31.127916380960393","31.127916380960393"
"8025","","","","32.85121014962263","32.85121014962263","32.85121014962263"
"8027","","","","34.97974445792494","34.97974445792494","34.97974445792494"
"8029","","","","31.995383442152196","31.995383442152196","31.995383442152196"
"8030","","","","35.632169992511294","35.632169992511294","35.632169992511294"
"8031","","","","32.921801491630774","32.921801491630774","32.921801491630774"
"8032","","","","30.995316686488003","30.995316686488003","30.995316686488003"
"8033","","","","30.54706960562768","30.54706960562768","30.54706960562768"
"8035","","","","31.555392517037383","31.555392517037383","31.555392517037383"
"8036","","","","33.39583535496648","33.39583535496648","33.39583535496648"
"8038","","","","37.04435296929392","37.04435296929392","37.04435296929392"
"8039","","","","32.78511308790847","32.78511308790847","32.78511308790847"
"8041","","","","31.71242865974245","31.71242865974245","31.71242865974245"
"8042","","","","28.374473601288912","28.374473601288912","28.374473601288912"
"8043","","","","33.04046444719766","33.04046444719766","33.04046444719766"
"8044","","","","37.42943184551792","37.42943184551792","37.42943184551792"
"8045","","","","33.030031576194","33.030031576194","33.030031576194"
"8046","","","","33.59431451590344","33.59431451590344","33.59431451590344"
"8047","","","","32.79670969771674","32.79670969771674","32.79670969771674"
"8048","","","","30.62610703928024","30.62610703928024","30.62610703928024"
"8049","","","","36.396256184431984","36.396256184431984","36.396256184431984"
"8050","115.98242587937979","115.98242587937979","115.98242587937979","33.00594091323648","33.00594091323648","33.00594091323648"
"8052","","","","35.04160548243291","35.04160548243291","35.04160548243291"
"8055","","","","32.348275262951844","32.348275262951844","32.348275262951844"
"8057","","","","32.605244671622444","32.605244671622444","32.605244671622444"
"8058","","","","29.500758660374043","29.500758660374043","29.500758660374043"
"8059","","","","35.37807924289292","35.37807924289292","35.37807924289292"
"8060","","","","32.96588295549932","32.96588295549932","32.96588295549932"
"8064","","","","33.59946240824822","33.59946240824822","33.59946240824822"
"8065","","","","30.155207090677802","30.155207090677802","30.155207090677802"
"8066","","","","31.980062145527857","31.980062145527857","31.980062145527857"
"8067","","","","30.319777713270373","30.319777713270373","30.319777713270373"
"8068","","","","30.647701208935207","30.647701208935207","30.647701208935207"
"8069","","","","31.390193280652362","31.390193280652362","31.390193280652362"
"8070","","","","36.03976043116574","36.03976043116574","36.03976043116574"
"8071","","","","35.17312825869423","35.17312825869423","35.17312825869423"
"8072","","","","31.84326406762485","31.84326406762485","31.84326406762485"
"8073","","","","34.674644238726145","34.674644238726145","34.674644238726145"
"8074","","","","35.5177174938538","35.5177174938538","35.5177174938538"
"8075","","","","32.879929893477595","32.879929893477595","32.879929893477595"
"8077","","","","34.61813801914202","34.61813801914202","34.61813801914202"
"8078","","","","28.69491284252628","28.69491284252628","28.69491284252628"
"8079","","","","35.68638171614351","35.68638171614351","35.68638171614351"
"8080","","","","29.01926170514332","29.01926170514332","29.01926170514332"
"8081","","","","31.114298141846884","31.114298141846884","31.114298141846884"
"8083","","","","32.328935856728855","32.328935856728855","32.328935856728855"
"8084","","","","35.11422966324781","35.11422966324781","35.11422966324781"
"8085","","","","36.85587865673474","36.85587865673474","36.85587865673474"
"8086","","","","33.4090681630274","33.4090681630274","33.4090681630274"
"8087","","","","32.617136307272766","32.617136307272766","32.617136307272766"
"8088","","","","31.37230383939152","31.37230383939152","31.37230383939152"
"8090","113.13135385228658","113.13135385228658","113.13135385228658","32.3794345612322","32.3794345612322","32.3794345612322"
"8091","","","","31.491096452722495","31.491096452722495","31.491096452722495"
"8092","","","","33.67835693105115","33.67835693105115","33.67835693105115"
"8093","","","","29.76354148622349","29.76354148622349","29.76354148622349"
"8095","","","","31.823896962621163","31.823896962621163","31.823896962621163"
"8096","","","","31.7708390008762","31.7708390008762","31.7708390008762"
"8097","","","","32.806518329913146","32.806518329913146","32.806518329913146"
"8099","","","","33.72008740562871","33.72008740562871","33.72008740562871"
"8101","","","","31.44411844583583","31.44411844583583","31.44411844583583"
"8105","","","","33.57096532056452","33.57096532056452","33.57096532056452"
"8106","","","","32.72436099703307","32.72436099703307","32.72436099703307"
"8107","","","","31.76721370968418","31.76721370968418","31.76721370968418"
"8108","","","","31.38653548578322","31.38653548578322","31.38653548578322"
"8109","","","","33.80040892076034","33.80040892076034","33.80040892076034"
"8110","","","","36.15945387331727","36.15945387331727","36.15945387331727"
"8111","","","","34.191235623685905","34.191235623685905","34.191235623685905"
"8112","","","","30.749593119586443","30.749593119586443","30.749593119586443"
"8114","","","","31.09684643791849","31.09684643791849","31.09684643791849"
"8115","","","","30.063315228027342","30.063315228027342","30.063315228027342"
"8117","","","","30.71507031049554","30.71507031049554","30.71507031049554"
"8118","","","","31.730815215825384","31.730815215825384","31.730815215825384"
"8119","","","","31.21627049958507","31.21627049958507","31.21627049958507"
"8121","","","","33.8963873326511","33.8963873326511","33.8963873326511"
"8122","","","","28.033379993550867","28.033379993550867","28.033379993550867"
"8123","","","","30.531467372670463","30.531467372670463","30.531467372670463"
"8126","","","","34.038366800119164","34.038366800119164","34.038366800119164"
"8128","","","","30.81296032489782","30.81296032489782","30.81296032489782"
"8129","","","","31.391288159766308","31.391288159766308","31.391288159766308"
"8130","","","","34.35018627975053","34.35018627975053","34.35018627975053"
"8131","","","","34.063465521191276","34.063465521191276","34.063465521191276"
"8133","","","","30.813316915945645","30.813316915945645","30.813316915945645"
"8134","","","","29.734819620596134","29.734819620596134","29.734819620596134"
"8135","","","","34.69824486282461","34.69824486282461","34.69824486282461"
"8136","","","","32.85250958014799","32.85250958014799","32.85250958014799"
"8137","","","","33.01378451417844","33.01378451417844","33.01378451417844"
"8138","","","","34.7006877897802","34.7006877897802","34.7006877897802"
"8139","","","","31.06960972649326","31.06960972649326","31.06960972649326"
"8140","","","","34.21477276999606","34.21477276999606","34.21477276999606"
"8141","","","","33.3073453664998","33.3073453664998","33.3073453664998"
"8142","","","","30.0266799560756","30.0266799560756","30.0266799560756"
"8143","","","","35.64832804702387","35.64832804702387","35.64832804702387"
"8144","","","","32.87798775646891","32.87798775646891","32.87798775646891"
"8145","","","","36.37347369307812","36.37347369307812","36.37347369307812"
"8147","","","","35.56727305040774","35.56727305040774","35.56727305040774"
"8148","","","","30.356166648462736","30.356166648462736","30.356166648462736"
"8149","","","","33.30512769071128","33.30512769071128","33.30512769071128"
"8150","","","","31.916220974772717","31.916220974772717","31.916220974772717"
"8151","117.90855332273071","117.90855332273071","117.90855332273071","34.5760186618644","34.5760186618644","34.5760186618644"
"8152","","","","31.694495165617155","31.694495165617155","31.694495165617155"
"8153","","","","35.41041060510549","35.41041060510549","35.41041060510549"
"8154","","","","35.79745579641426","35.79745579641426","35.79745579641426"
"8156","","","","33.318183705010775","33.318183705010775","33.318183705010775"
"8157","","","","32.344118410087276","32.344118410087276","32.344118410087276"
"8158","","","","29.68611310238974","29.68611310238974","29.68611310238974"
"8160","","","","32.41938105150077","32.41938105150077","32.41938105150077"
"8161","","","","35.88069998587443","35.88069998587443","35.88069998587443"
"8162","","","","31.9084279534127","31.9084279534127","31.9084279534127"
"8163","","","","33.80348644648457","33.80348644648457","33.80348644648457"
"8166","131.07323563888983","131.07323563888983","131.07323563888983","38.03053201736503","38.03053201736503","38.03053201736503"
"8167","","","","32.931658080813925","32.931658080813925","32.931658080813925"
"8168","","","","35.471023507147606","35.471023507147606","35.471023507147606"
"8171","","","","30.95667186264258","30.95667186264258","30.95667186264258"
"8173","","","","30.68881454698039","30.68881454698039","30.68881454698039"
"8174","","","","29.796606631228794","29.796606631228794","29.796606631228794"
"8175","","","","29.96378710965944","29.96378710965944","29.96378710965944"
"8178","","","","30.47624830971625","30.47624830971625","30.47624830971625"
"8179","","","","35.467841890261774","35.467841890261774","35.467841890261774"
"8180","","","","33.0259824511848","33.0259824511848","33.0259824511848"
"8181","","","","32.63029288359358","32.63029288359358","32.63029288359358"
"8182","","","","34.11037579879275","34.11037579879275","34.11037579879275"
"8183","","","","30.4205702904422","30.4205702904422","30.4205702904422"
"8186","","","","35.11742000424781","35.11742000424781","35.11742000424781"
"8188","","","","36.21974307006541","36.21974307006541","36.21974307006541"
"8189","","","","29.244358496076092","29.244358496076092","29.244358496076092"
"8191","","","","34.50550492323589","34.50550492323589","34.50550492323589"
"8192","","","","36.32638821277491","36.32638821277491","36.32638821277491"
"8194","","","","34.64576030509324","34.64576030509324","34.64576030509324"
"8195","","","","33.06438421674086","33.06438421674086","33.06438421674086"
"8196","","","","31.52941480011698","31.52941480011698","31.52941480011698"
"8197","","","","35.88567077558993","35.88567077558993","35.88567077558993"
"8198","","","","34.76914596214762","34.76914596214762","34.76914596214762"
"8199","","","","31.95154243516755","31.95154243516755","31.95154243516755"
"8200","","","","35.957747583016896","35.957747583016896","35.957747583016896"
"8201","","","","34.13530231168083","34.13530231168083","34.13530231168083"
"8202","","","","31.19383960091399","31.19383960091399","31.19383960091399"
"8203","","","","37.51372528539976","37.51372528539976","37.51372528539976"
"8204","","","","34.73460453189592","34.73460453189592","34.73460453189592"
"8205","","","","34.05725090096513","34.05725090096513","34.05725090096513"
"8206","","","","30.91917030112856","30.91917030112856","30.91917030112856"
"8207","","","","32.757866814210665","32.757866814210665","32.757866814210665"
"8208","","","","31.499989618452986","31.499989618452986","31.499989618452986"
"8209","118.3233178703009","118.3233178703009","118.3233178703009","34.71127713008307","34.71127713008307","34.71127713008307"
"8211","","","","35.45690080747032","35.45690080747032","35.45690080747032"
"8212","","","","31.356721619862714","31.356721619862714","31.356721619862714"
"8213","","","","36.0818569195594","36.0818569195594","36.0818569195594"
"8214","","","","39.91856082686027","39.91856082686027","39.91856082686027"
"8215","","","","31.869268141112194","31.869268141112194","31.869268141112194"
"8217","","","","31.015105778863283","31.015105778863283","31.015105778863283"
"8219","","","","33.224412925164486","33.224412925164486","33.224412925164486"
"8220","","","","30.644413076394912","30.644413076394912","30.644413076394912"
"8221","","","","31.01343390976781","31.01343390976781","31.01343390976781"
"8223","","","","34.02076470952707","34.02076470952707","34.02076470952707"
"8224","","","","35.416689954549874","35.416689954549874","35.416689954549874"
"8225","","","","31.10434128846784","31.10434128846784","31.10434128846784"
"8226","","","","32.80648639206419","32.80648639206419","32.80648639206419"
"8227","","","","34.04155262376192","34.04155262376192","34.04155262376192"
"8228","","","","30.575016179620196","30.575016179620196","30.575016179620196"
"8229","","","","31.01273966902097","31.01273966902097","31.01273966902097"
"8230","","","","26.928973712354686","26.928973712354686","26.928973712354686"
"8231","114.17560164872994","114.17560164872994","114.17560164872994","32.60496082634992","32.60496082634992","32.60496082634992"
"8232","","","","33.814053451075615","33.814053451075615","33.814053451075615"
"8233","","","","33.972393992690364","33.972393992690364","33.972393992690364"
"8234","","","","33.50614375389119","33.50614375389119","33.50614375389119"
"8235","120.07913172750689","120.07913172750689","120.07913172750689","34.434356656392985","34.434356656392985","34.434356656392985"
