"Step","multi-beta-learn - loss","multi-beta-learn - loss__MIN","multi-beta-learn - loss__MAX","single-beta-no-learn-beta - loss","single-beta-no-learn-beta - loss__MIN","single-beta-no-learn-beta - loss__MAX","single-beta-learn-beta - loss","single-beta-learn-beta - loss__MIN","single-beta-learn-beta - loss__MAX"
"22271","2.842382070745393","2.842382070745393","2.842382070745393","4.72418458242866","4.72418458242866","4.72418458242866","2.723024108063156","2.723024108063156","2.723024108063156"
"22284","2.868576096801081","2.868576096801081","2.868576096801081","4.70854001610446","4.70854001610446","4.70854001610446","2.683338586202298","2.683338586202298","2.683338586202298"
"22308","2.8875659943566765","2.8875659943566765","2.8875659943566765","4.742890453503741","4.742890453503741","4.742890453503741","2.6524268834443863","2.6524268834443863","2.6524268834443863"
"22311","2.822762412575558","2.822762412575558","2.822762412575558","4.771129775332264","4.771129775332264","4.771129775332264","2.60516307578763","2.60516307578763","2.60516307578763"
"22316","2.8193039763955787","2.8193039763955787","2.8193039763955787","4.698171229775534","4.698171229775534","4.698171229775534","2.5487982623705188","2.5487982623705188","2.5487982623705188"
"22357","2.819741930618182","2.819741930618182","2.819741930618182","4.848249076316443","4.848249076316443","4.848249076316443","2.669466431554426","2.669466431554426","2.669466431554426"
"22360","2.8493409960404255","2.8493409960404255","2.8493409960404255","4.597576798998541","4.597576798998541","4.597576798998541","2.8044570324653857","2.8044570324653857","2.8044570324653857"
"22426","2.909611795333693","2.909611795333693","2.909611795333693","4.785539244096192","4.785539244096192","4.785539244096192","2.623242882518885","2.623242882518885","2.623242882518885"
"22485","2.7608631947468276","2.7608631947468276","2.7608631947468276","4.765449861526254","4.765449861526254","4.765449861526254","2.6150542420716163","2.6150542420716163","2.6150542420716163"
"22492","2.8266572057282033","2.8266572057282033","2.8266572057282033","4.7162563940158755","4.7162563940158755","4.7162563940158755","2.755218032427358","2.755218032427358","2.755218032427358"
"22526","2.9760812062960755","2.9760812062960755","2.9760812062960755","4.671843851023707","4.671843851023707","4.671843851023707","2.6374369632707277","2.6374369632707277","2.6374369632707277"
"22551","2.806129086493736","2.806129086493736","2.806129086493736","4.762803061545772","4.762803061545772","4.762803061545772","2.658999686281865","2.658999686281865","2.658999686281865"
"22565","2.8687731976169344","2.8687731976169344","2.8687731976169344","4.646644783328921","4.646644783328921","4.646644783328921","2.5234641604219483","2.5234641604219483","2.5234641604219483"
"22577","2.899883528855223","2.899883528855223","2.899883528855223","4.703632065929408","4.703632065929408","4.703632065929408","2.6446218706704125","2.6446218706704125","2.6446218706704125"
"22634","2.933749231110627","2.933749231110627","2.933749231110627","4.627366471998762","4.627366471998762","4.627366471998762","2.674838128101737","2.674838128101737","2.674838128101737"
"22688","2.940767088215543","2.940767088215543","2.940767088215543","4.7219547061469616","4.7219547061469616","4.7219547061469616","2.6965302569144223","2.6965302569144223","2.6965302569144223"
"22713","2.725603938652074","2.725603938652074","2.725603938652074","4.778273270989898","4.778273270989898","4.778273270989898","2.642010047410613","2.642010047410613","2.642010047410613"
"22715","2.8702641860485616","2.8702641860485616","2.8702641860485616","4.773117466827991","4.773117466827991","4.773117466827991","2.57707817102108","2.57707817102108","2.57707817102108"
"22717","2.825817302695399","2.825817302695399","2.825817302695399","4.67062843464823","4.67062843464823","4.67062843464823","2.755658049064787","2.755658049064787","2.755658049064787"
"22729","2.785318003734228","2.785318003734228","2.785318003734228","4.676673492299038","4.676673492299038","4.676673492299038","2.8621232759883433","2.8621232759883433","2.8621232759883433"
"22735","2.755188647670123","2.755188647670123","2.755188647670123","4.735395896719776","4.735395896719776","4.735395896719776","2.6166665741434443","2.6166665741434443","2.6166665741434443"
"22780","2.8855697451614017","2.8855697451614017","2.8855697451614017","4.6692572666105","4.6692572666105","4.6692572666105","2.6281509541241945","2.6281509541241945","2.6281509541241945"
"22806","2.879344571971525","2.879344571971525","2.879344571971525","4.853087476019323","4.853087476019323","4.853087476019323","2.5774067678029953","2.5774067678029953","2.5774067678029953"
"22832","2.8113437748851897","2.8113437748851897","2.8113437748851897","4.597406011896482","4.597406011896482","4.597406011896482","2.6306738329980663","2.6306738329980663","2.6306738329980663"
"22837","2.9063033848488504","2.9063033848488504","2.9063033848488504","4.702788885053671","4.702788885053671","4.702788885053671","2.6906423668592923","2.6906423668592923","2.6906423668592923"
"22846","2.816007999373071","2.816007999373071","2.816007999373071","4.765320697440028","4.765320697440028","4.765320697440028","2.6147578792239137","2.6147578792239137","2.6147578792239137"
"22848","2.81669499120671","2.81669499120671","2.81669499120671","4.694731068593401","4.694731068593401","4.694731068593401","2.6441087918657975","2.6441087918657975","2.6441087918657975"
"22861","2.786118384095666","2.786118384095666","2.786118384095666","4.743382623605084","4.743382623605084","4.743382623605084","2.661976909332313","2.661976909332313","2.661976909332313"
"22866","2.8499940832652086","2.8499940832652086","2.8499940832652086","4.753808219264132","4.753808219264132","4.753808219264132","2.824040177706525","2.824040177706525","2.824040177706525"
"22869","2.9255581554607417","2.9255581554607417","2.9255581554607417","4.7519276241140265","4.7519276241140265","4.7519276241140265","2.607597016718283","2.607597016718283","2.607597016718283"
"22916","2.8319956046229273","2.8319956046229273","2.8319956046229273","4.7382674187010805","4.7382674187010805","4.7382674187010805","2.588779547275641","2.588779547275641","2.588779547275641"
"22956","2.8176259274508064","2.8176259274508064","2.8176259274508064","4.68734570094922","4.68734570094922","4.68734570094922","2.707561546288845","2.707561546288845","2.707561546288845"
"22958","2.904563146837747","2.904563146837747","2.904563146837747","4.779005602631822","4.779005602631822","4.779005602631822","2.5974675765184916","2.5974675765184916","2.5974675765184916"
"22960","2.8994407578568016","2.8994407578568016","2.8994407578568016","4.65019895306135","4.65019895306135","4.65019895306135","2.667653600365034","2.667653600365034","2.667653600365034"
"22977","2.859376426835287","2.859376426835287","2.859376426835287","4.656907545639768","4.656907545639768","4.656907545639768","2.63532080944323","2.63532080944323","2.63532080944323"
"23000","2.89963553900028","2.89963553900028","2.89963553900028","4.766407244018433","4.766407244018433","4.766407244018433","2.6468624651622936","2.6468624651622936","2.6468624651622936"
"23011","2.7627615293854877","2.7627615293854877","2.7627615293854877","4.671544228830645","4.671544228830645","4.671544228830645","2.774463824413942","2.774463824413942","2.774463824413942"
"23017","2.590715067482585","2.590715067482585","2.590715067482585","4.7510741945836426","4.7510741945836426","4.7510741945836426","2.7197379903590426","2.7197379903590426","2.7197379903590426"
"23035","2.852517960200399","2.852517960200399","2.852517960200399","","","","2.6110170835421624","2.6110170835421624","2.6110170835421624"
"23083","2.8748006084177753","2.8748006084177753","2.8748006084177753","4.7536693050353005","4.7536693050353005","4.7536693050353005","2.6353659286905096","2.6353659286905096","2.6353659286905096"
"23090","2.8910962803157294","2.8910962803157294","2.8910962803157294","4.686236554872383","4.686236554872383","4.686236554872383","2.59640250459846","2.59640250459846","2.59640250459846"
"23131","2.8115953324130785","2.8115953324130785","2.8115953324130785","4.8577691520304604","4.8577691520304604","4.8577691520304604","2.579324292055695","2.579324292055695","2.579324292055695"
"23162","2.908147648145344","2.908147648145344","2.908147648145344","4.756720401035899","4.756720401035899","4.756720401035899","2.6781925500421244","2.6781925500421244","2.6781925500421244"
"23225","2.7720046043985778","2.7720046043985778","2.7720046043985778","4.609373662576258","4.609373662576258","4.609373662576258","2.600059801216035","2.600059801216035","2.600059801216035"
"23245","2.774833295407791","2.774833295407791","2.774833295407791","4.719790786116453","4.719790786116453","4.719790786116453","2.6345805994260125","2.6345805994260125","2.6345805994260125"
"23276","2.7399967197391697","2.7399967197391697","2.7399967197391697","","","","2.5213542575942736","2.5213542575942736","2.5213542575942736"
"23277","2.8349734125015504","2.8349734125015504","2.8349734125015504","4.645509588736359","4.645509588736359","4.645509588736359","2.6600332785779095","2.6600332785779095","2.6600332785779095"
"23294","2.9445700812469164","2.9445700812469164","2.9445700812469164","4.753070331766338","4.753070331766338","4.753070331766338","2.6748668856621967","2.6748668856621967","2.6748668856621967"
"23331","2.7245031405922755","2.7245031405922755","2.7245031405922755","4.646556089052489","4.646556089052489","4.646556089052489","2.6672775501915544","2.6672775501915544","2.6672775501915544"
"23334","2.8480322423096007","2.8480322423096007","2.8480322423096007","4.747282861303916","4.747282861303916","4.747282861303916","2.57840879365005","2.57840879365005","2.57840879365005"
"23363","2.8025171299458904","2.8025171299458904","2.8025171299458904","4.626672800911667","4.626672800911667","4.626672800911667","2.6289833613467306","2.6289833613467306","2.6289833613467306"
"23409","2.973190121209642","2.973190121209642","2.973190121209642","4.758128137656907","4.758128137656907","4.758128137656907","2.761473915707999","2.761473915707999","2.761473915707999"
"23441","2.7680164683948862","2.7680164683948862","2.7680164683948862","4.6478181502924745","4.6478181502924745","4.6478181502924745","2.7243418431128377","2.7243418431128377","2.7243418431128377"
"23442","2.795324957261824","2.795324957261824","2.795324957261824","4.748922889351593","4.748922889351593","4.748922889351593","2.5770275841346155","2.5770275841346155","2.5770275841346155"
"23454","2.761516579042191","2.761516579042191","2.761516579042191","4.733382225742872","4.733382225742872","4.733382225742872","2.616805033089935","2.616805033089935","2.616805033089935"
"23476","2.760661440483358","2.760661440483358","2.760661440483358","4.799888314773788","4.799888314773788","4.799888314773788","2.505889960714618","2.505889960714618","2.505889960714618"
"23508","2.925725311158674","2.925725311158674","2.925725311158674","4.708315860967418","4.708315860967418","4.708315860967418","2.611489006083432","2.611489006083432","2.611489006083432"
"23513","2.8554242104255203","2.8554242104255203","2.8554242104255203","4.720104232607151","4.720104232607151","4.720104232607151","2.703315690610345","2.703315690610345","2.703315690610345"
"23520","2.8578429408894586","2.8578429408894586","2.8578429408894586","4.709082261428483","4.709082261428483","4.709082261428483","2.578150047019676","2.578150047019676","2.578150047019676"
"23542","2.7998556215823323","2.7998556215823323","2.7998556215823323","4.675336018648757","4.675336018648757","4.675336018648757","2.688582746019883","2.688582746019883","2.688582746019883"
"23553","2.7676227340074893","2.7676227340074893","2.7676227340074893","4.713542009362614","4.713542009362614","4.713542009362614","2.700895338849966","2.700895338849966","2.700895338849966"
"23579","2.817438483015288","2.817438483015288","2.817438483015288","4.696330032949373","4.696330032949373","4.696330032949373","2.6072990008949093","2.6072990008949093","2.6072990008949093"
"23596","2.706828195415809","2.706828195415809","2.706828195415809","4.6885382859942375","4.6885382859942375","4.6885382859942375","2.6796938011850107","2.6796938011850107","2.6796938011850107"
"23609","2.83877988317894","2.83877988317894","2.83877988317894","4.650122251066633","4.650122251066633","4.650122251066633","2.544346667631173","2.544346667631173","2.544346667631173"
"23616","2.71234007707731","2.71234007707731","2.71234007707731","4.715957998576718","4.715957998576718","4.715957998576718","2.7761159751325035","2.7761159751325035","2.7761159751325035"
"23618","2.74821511216051","2.74821511216051","2.74821511216051","4.791070676019216","4.791070676019216","4.791070676019216","2.675229090528989","2.675229090528989","2.675229090528989"
"23651","2.7966906513759877","2.7966906513759877","2.7966906513759877","4.700519459998139","4.700519459998139","4.700519459998139","2.551059151235993","2.551059151235993","2.551059151235993"
"23659","2.6926908192254175","2.6926908192254175","2.6926908192254175","4.713831439088071","4.713831439088071","4.713831439088071","2.5993049208166563","2.5993049208166563","2.5993049208166563"
"23661","2.7940907151442307","2.7940907151442307","2.7940907151442307","4.70252265625","4.70252265625","4.70252265625","2.727622396639078","2.727622396639078","2.727622396639078"
"23669","2.868824214871385","2.868824214871385","2.868824214871385","","","","2.59461015625","2.59461015625","2.59461015625"
"23698","2.839117686742295","2.839117686742295","2.839117686742295","4.680283503774305","4.680283503774305","4.680283503774305","2.6132506343916018","2.6132506343916018","2.6132506343916018"
"23724","2.7329432222924632","2.7329432222924632","2.7329432222924632","","","","2.572295640557359","2.572295640557359","2.572295640557359"
"23726","2.885095856844285","2.885095856844285","2.885095856844285","4.6752980280351855","4.6752980280351855","4.6752980280351855","2.7471692843700017","2.7471692843700017","2.7471692843700017"
"23743","2.6810237027391977","2.6810237027391977","2.6810237027391977","4.810190980289653","4.810190980289653","4.810190980289653","2.668256954883966","2.668256954883966","2.668256954883966"
"23747","2.7970518216614138","2.7970518216614138","2.7970518216614138","","","","","",""
"23763","2.8305864453991556","2.8305864453991556","2.8305864453991556","4.686691994863014","4.686691994863014","4.686691994863014","2.612223125639416","2.612223125639416","2.612223125639416"
"23765","2.8031762244103553","2.8031762244103553","2.8031762244103553","4.661517852943943","4.661517852943943","4.661517852943943","2.656520453025037","2.656520453025037","2.656520453025037"
"23864","2.8868072990357407","2.8868072990357407","2.8868072990357407","4.7397857541700095","4.7397857541700095","4.7397857541700095","2.733285917367677","2.733285917367677","2.733285917367677"
"23872","2.7841104522352995","2.7841104522352995","2.7841104522352995","4.6589453341826506","4.6589453341826506","4.6589453341826506","2.6287882889246497","2.6287882889246497","2.6287882889246497"
"23879","2.8369488921388477","2.8369488921388477","2.8369488921388477","4.761411309183263","4.761411309183263","4.761411309183263","2.6551367855131294","2.6551367855131294","2.6551367855131294"
"23894","2.8051743993786147","2.8051743993786147","2.8051743993786147","4.680563908461634","4.680563908461634","4.680563908461634","2.628073863373349","2.628073863373349","2.628073863373349"
"23945","2.8220911354610503","2.8220911354610503","2.8220911354610503","4.733319294169081","4.733319294169081","4.733319294169081","2.660625783818307","2.660625783818307","2.660625783818307"
"23951","2.7668117244803225","2.7668117244803225","2.7668117244803225","","","","","",""
"23962","2.7825209266829884","2.7825209266829884","2.7825209266829884","4.795397749500341","4.795397749500341","4.795397749500341","2.6585474080443974","2.6585474080443974","2.6585474080443974"
"24031","2.709263988788897","2.709263988788897","2.709263988788897","4.564402963232807","4.564402963232807","4.564402963232807","2.698457293883389","2.698457293883389","2.698457293883389"
"24036","2.804337298776221","2.804337298776221","2.804337298776221","4.776178313069671","4.776178313069671","4.776178313069671","2.5776953379470933","2.5776953379470933","2.5776953379470933"
"24054","2.691948811616991","2.691948811616991","2.691948811616991","4.639565033717824","4.639565033717824","4.639565033717824","2.6457938793203657","2.6457938793203657","2.6457938793203657"
"24095","2.8733265694953984","2.8733265694953984","2.8733265694953984","4.657296609255607","4.657296609255607","4.657296609255607","2.6600830930911616","2.6600830930911616","2.6600830930911616"
"24119","2.8935079106188453","2.8935079106188453","2.8935079106188453","4.723442820506327","4.723442820506327","4.723442820506327","2.545055816812138","2.545055816812138","2.545055816812138"
"24128","2.723811085361255","2.723811085361255","2.723811085361255","4.712916664250031","4.712916664250031","4.712916664250031","2.6145279088747224","2.6145279088747224","2.6145279088747224"
"24138","2.7186211192889944","2.7186211192889944","2.7186211192889944","4.764776156819103","4.764776156819103","4.764776156819103","2.6915881675462705","2.6915881675462705","2.6915881675462705"
"24166","2.636248485060646","2.636248485060646","2.636248485060646","4.733543845454758","4.733543845454758","4.733543845454758","2.702274176592384","2.702274176592384","2.702274176592384"
"24274","2.7244913596806564","2.7244913596806564","2.7244913596806564","4.779849557564775","4.779849557564775","4.779849557564775","2.63380781695267","2.63380781695267","2.63380781695267"
"24290","2.763123180318323","2.763123180318323","2.763123180318323","4.708931384635224","4.708931384635224","4.708931384635224","2.6461810982920384","2.6461810982920384","2.6461810982920384"
"24298","2.6930937807865054","2.6930937807865054","2.6930937807865054","4.715444549021047","4.715444549021047","4.715444549021047","2.6188487762999846","2.6188487762999846","2.6188487762999846"
"24381","2.8522856564612273","2.8522856564612273","2.8522856564612273","4.673888773905727","4.673888773905727","4.673888773905727","2.7101870856273265","2.7101870856273265","2.7101870856273265"
"24383","2.7789016446062016","2.7789016446062016","2.7789016446062016","4.649800041787343","4.649800041787343","4.649800041787343","2.7044288187137577","2.7044288187137577","2.7044288187137577"
"24388","2.773072703934186","2.773072703934186","2.773072703934186","4.75632918955089","4.75632918955089","4.75632918955089","2.7910737666377314","2.7910737666377314","2.7910737666377314"
"24428","2.6469165637903673","2.6469165637903673","2.6469165637903673","4.653571962371585","4.653571962371585","4.653571962371585","2.745477375678172","2.745477375678172","2.745477375678172"
"24449","2.920738029171079","2.920738029171079","2.920738029171079","4.65219520314629","4.65219520314629","4.65219520314629","2.697907696096266","2.697907696096266","2.697907696096266"
"24460","2.8051938088923047","2.8051938088923047","2.8051938088923047","4.682029097862759","4.682029097862759","4.682029097862759","2.632112903249121","2.632112903249121","2.632112903249121"
"24464","2.792348481351551","2.792348481351551","2.792348481351551","4.6898357664410435","4.6898357664410435","4.6898357664410435","2.6013340725852974","2.6013340725852974","2.6013340725852974"
"24470","2.7819467934807833","2.7819467934807833","2.7819467934807833","4.671093641116669","4.671093641116669","4.671093641116669","2.6896968691938077","2.6896968691938077","2.6896968691938077"
"24487","2.7606472539854567","2.7606472539854567","2.7606472539854567","4.734129594397668","4.734129594397668","4.734129594397668","2.6964938966956997","2.6964938966956997","2.6964938966956997"
"24498","2.74803187413248","2.74803187413248","2.74803187413248","4.66289231923599","4.66289231923599","4.66289231923599","2.5707996612000157","2.5707996612000157","2.5707996612000157"
"24500","2.7662722380928204","2.7662722380928204","2.7662722380928204","4.673079527676916","4.673079527676916","4.673079527676916","2.752475226075302","2.752475226075302","2.752475226075302"
"24508","2.9077912055791986","2.9077912055791986","2.9077912055791986","4.6577271472795205","4.6577271472795205","4.6577271472795205","2.6914109571978124","2.6914109571978124","2.6914109571978124"
"24517","2.7005600563553154","2.7005600563553154","2.7005600563553154","4.685641681030485","4.685641681030485","4.685641681030485","2.658466024860316","2.658466024860316","2.658466024860316"
"24557","2.7574594439054594","2.7574594439054594","2.7574594439054594","4.760223894404681","4.760223894404681","4.760223894404681","2.7338107112745553","2.7338107112745553","2.7338107112745553"
"24572","2.7347363899788095","2.7347363899788095","2.7347363899788095","4.7054232465234715","4.7054232465234715","4.7054232465234715","2.632506336741231","2.632506336741231","2.632506336741231"
"24576","2.6969666993992605","2.6969666993992605","2.6969666993992605","4.62328670602009","4.62328670602009","4.62328670602009","2.608329388241856","2.608329388241856","2.608329388241856"
"24583","2.729699663093816","2.729699663093816","2.729699663093816","4.741277592725093","4.741277592725093","4.741277592725093","2.726681530713085","2.726681530713085","2.726681530713085"
"24591","2.8420128026124707","2.8420128026124707","2.8420128026124707","4.67938978373562","4.67938978373562","4.67938978373562","2.624456323980182","2.624456323980182","2.624456323980182"
"24594","2.8202976981061307","2.8202976981061307","2.8202976981061307","4.693355817065735","4.693355817065735","4.693355817065735","2.6114271399247415","2.6114271399247415","2.6114271399247415"
"24652","2.831933150465194","2.831933150465194","2.831933150465194","4.837293422707897","4.837293422707897","4.837293422707897","2.6833150293185817","2.6833150293185817","2.6833150293185817"
"24653","2.789078711518211","2.789078711518211","2.789078711518211","4.484995579565878","4.484995579565878","4.484995579565878","2.6201959640260726","2.6201959640260726","2.6201959640260726"
"24689","2.758830488392525","2.758830488392525","2.758830488392525","4.685667172664298","4.685667172664298","4.685667172664298","2.7800653121607475","2.7800653121607475","2.7800653121607475"
"24714","2.7423585108047486","2.7423585108047486","2.7423585108047486","4.760545685535341","4.760545685535341","4.760545685535341","2.5445061092746544","2.5445061092746544","2.5445061092746544"
"24718","2.8104736267664223","2.8104736267664223","2.8104736267664223","4.735544040013125","4.735544040013125","4.735544040013125","2.647873675729346","2.647873675729346","2.647873675729346"
"24755","2.741978768852745","2.741978768852745","2.741978768852745","4.633281582613323","4.633281582613323","4.633281582613323","2.516652331896752","2.516652331896752","2.516652331896752"
"24794","2.7586514756676888","2.7586514756676888","2.7586514756676888","","","","2.6052333082580756","2.6052333082580756","2.6052333082580756"
"24795","2.720579626075775","2.720579626075775","2.720579626075775","4.679362564635792","4.679362564635792","4.679362564635792","2.634015014738927","2.634015014738927","2.634015014738927"
"24809","2.7188301280497735","2.7188301280497735","2.7188301280497735","4.7621805694012505","4.7621805694012505","4.7621805694012505","2.6608352961502675","2.6608352961502675","2.6608352961502675"
"24810","2.83808608309262","2.83808608309262","2.83808608309262","4.644894290477041","4.644894290477041","4.644894290477041","2.556541303810834","2.556541303810834","2.556541303810834"
"24816","2.7419546098177983","2.7419546098177983","2.7419546098177983","4.664636043410931","4.664636043410931","4.664636043410931","2.697719425840187","2.697719425840187","2.697719425840187"
"24819","2.7490845862311595","2.7490845862311595","2.7490845862311595","4.646880907600309","4.646880907600309","4.646880907600309","2.574308682298725","2.574308682298725","2.574308682298725"
"24830","2.894193992026117","2.894193992026117","2.894193992026117","4.735504605876866","4.735504605876866","4.735504605876866","2.6439506337074303","2.6439506337074303","2.6439506337074303"
"24833","2.7902802898248136","2.7902802898248136","2.7902802898248136","4.6549714400852515","4.6549714400852515","4.6549714400852515","2.596069275730194","2.596069275730194","2.596069275730194"
"24867","2.756529899939234","2.756529899939234","2.756529899939234","4.731184091084672","4.731184091084672","4.731184091084672","2.6840572074747038","2.6840572074747038","2.6840572074747038"
"24898","2.812468669823641","2.812468669823641","2.812468669823641","4.774563478609296","4.774563478609296","4.774563478609296","2.675444989343531","2.675444989343531","2.675444989343531"
"24906","2.783066333777829","2.783066333777829","2.783066333777829","4.66083310631093","4.66083310631093","4.66083310631093","2.576460574987248","2.576460574987248","2.576460574987248"
"24925","2.7871699587127865","2.7871699587127865","2.7871699587127865","4.651356157688966","4.651356157688966","4.651356157688966","2.558638329043092","2.558638329043092","2.558638329043092"
"24926","2.6827696137628556","2.6827696137628556","2.6827696137628556","4.678736948518026","4.678736948518026","4.678736948518026","2.580935714808142","2.580935714808142","2.580935714808142"
"24934","2.7775835428325193","2.7775835428325193","2.7775835428325193","","","","","",""
"24987","2.882484496109129","2.882484496109129","2.882484496109129","4.691494820266227","4.691494820266227","4.691494820266227","2.7484203374899656","2.7484203374899656","2.7484203374899656"
"25004","2.873718224149406","2.873718224149406","2.873718224149406","4.712007561883097","4.712007561883097","4.712007561883097","2.711508691237169","2.711508691237169","2.711508691237169"
"25008","2.841951684824248","2.841951684824248","2.841951684824248","","","","","",""
"25025","2.8268331497434587","2.8268331497434587","2.8268331497434587","4.572409622312531","4.572409622312531","4.572409622312531","2.5799387153261106","2.5799387153261106","2.5799387153261106"
"25026","2.8405966326097034","2.8405966326097034","2.8405966326097034","4.573922196537819","4.573922196537819","4.573922196537819","2.667453675788047","2.667453675788047","2.667453675788047"
"25031","2.654527629402954","2.654527629402954","2.654527629402954","","","","","",""
"25052","2.7554128969880782","2.7554128969880782","2.7554128969880782","4.657238461433855","4.657238461433855","4.657238461433855","2.7178323091534575","2.7178323091534575","2.7178323091534575"
"25054","2.6620341746618865","2.6620341746618865","2.6620341746618865","4.698142597708307","4.698142597708307","4.698142597708307","2.620807517207254","2.620807517207254","2.620807517207254"
"25136","2.8378537656172784","2.8378537656172784","2.8378537656172784","4.668390822594302","4.668390822594302","4.668390822594302","2.6334915999527815","2.6334915999527815","2.6334915999527815"
"25140","2.7442413833718513","2.7442413833718513","2.7442413833718513","4.63685889642769","4.63685889642769","4.63685889642769","2.550363335322426","2.550363335322426","2.550363335322426"
"25141","2.7717467975592927","2.7717467975592927","2.7717467975592927","4.657840389696553","4.657840389696553","4.657840389696553","2.6269151882862483","2.6269151882862483","2.6269151882862483"
"25144","2.816634587759349","2.816634587759349","2.816634587759349","4.677565769429532","4.677565769429532","4.677565769429532","2.657719790508401","2.657719790508401","2.657719790508401"
"25160","2.8351427159526805","2.8351427159526805","2.8351427159526805","4.702045708198052","4.702045708198052","4.702045708198052","2.6471257419557896","2.6471257419557896","2.6471257419557896"
"25179","2.7803656529190968","2.7803656529190968","2.7803656529190968","4.714755557171588","4.714755557171588","4.714755557171588","2.6252557131323484","2.6252557131323484","2.6252557131323484"
"25180","2.882590543046663","2.882590543046663","2.882590543046663","4.615085830877792","4.615085830877792","4.615085830877792","2.5008735901874535","2.5008735901874535","2.5008735901874535"
"25202","2.783583020950112","2.783583020950112","2.783583020950112","","","","2.563337877645828","2.563337877645828","2.563337877645828"
"25216","2.702490198197086","2.702490198197086","2.702490198197086","","","","2.564544942972824","2.564544942972824","2.564544942972824"
"25230","2.827531560702468","2.827531560702468","2.827531560702468","4.765417788209033","4.765417788209033","4.765417788209033","2.642252926305047","2.642252926305047","2.642252926305047"
"25237","2.8106193000686983","2.8106193000686983","2.8106193000686983","","","","","",""
"25276","2.7821133172757024","2.7821133172757024","2.7821133172757024","4.689249629150421","4.689249629150421","4.689249629150421","2.5307535486897144","2.5307535486897144","2.5307535486897144"
"25309","2.731410080701401","2.731410080701401","2.731410080701401","4.731129461799108","4.731129461799108","4.731129461799108","2.7303858779546784","2.7303858779546784","2.7303858779546784"
"25338","2.5948971240034036","2.5948971240034036","2.5948971240034036","4.656758058509817","4.656758058509817","4.656758058509817","2.6829317348209893","2.6829317348209893","2.6829317348209893"
"25351","2.8116141183035714","2.8116141183035714","2.8116141183035714","4.744319354135814","4.744319354135814","4.744319354135814","2.6313434723581404","2.6313434723581404","2.6313434723581404"
"25380","2.749362055854774","2.749362055854774","2.749362055854774","4.692414448483427","4.692414448483427","4.692414448483427","2.715824531693618","2.715824531693618","2.715824531693618"
"25387","2.8186343791392003","2.8186343791392003","2.8186343791392003","4.6097740242211005","4.6097740242211005","4.6097740242211005","2.5550570093172875","2.5550570093172875","2.5550570093172875"
"25456","2.7132996402036906","2.7132996402036906","2.7132996402036906","4.718496035893915","4.718496035893915","4.718496035893915","2.5804178952074532","2.5804178952074532","2.5804178952074532"
"25473","2.8442771389188772","2.8442771389188772","2.8442771389188772","4.639764882173718","4.639764882173718","4.639764882173718","2.561676172019373","2.561676172019373","2.561676172019373"
"25478","2.82038289433417","2.82038289433417","2.82038289433417","4.784995771460142","4.784995771460142","4.784995771460142","2.664501911073219","2.664501911073219","2.664501911073219"
"25502","2.7344210966924702","2.7344210966924702","2.7344210966924702","4.649959071518508","4.649959071518508","4.649959071518508","2.6750903750211643","2.6750903750211643","2.6750903750211643"
"25539","2.720685424880329","2.720685424880329","2.720685424880329","4.687697284139173","4.687697284139173","4.687697284139173","2.612823913596906","2.612823913596906","2.612823913596906"
"25542","2.8204562488888976","2.8204562488888976","2.8204562488888976","","","","","",""
"25565","2.6881609105352147","2.6881609105352147","2.6881609105352147","4.6820037043853295","4.6820037043853295","4.6820037043853295","2.694830472568757","2.694830472568757","2.694830472568757"
"25580","2.722150242070004","2.722150242070004","2.722150242070004","4.7874843374676646","4.7874843374676646","4.7874843374676646","2.7277356158825254","2.7277356158825254","2.7277356158825254"
"25625","2.799311306706919","2.799311306706919","2.799311306706919","4.539333573000309","4.539333573000309","4.539333573000309","2.664399481550009","2.664399481550009","2.664399481550009"
"25639","2.7211119710657417","2.7211119710657417","2.7211119710657417","4.687692191951015","4.687692191951015","4.687692191951015","2.564581973649201","2.564581973649201","2.564581973649201"
"25669","2.6816578662301613","2.6816578662301613","2.6816578662301613","4.724142867316457","4.724142867316457","4.724142867316457","2.6840282693993607","2.6840282693993607","2.6840282693993607"
"25678","2.8385286833608374","2.8385286833608374","2.8385286833608374","4.697638492127745","4.697638492127745","4.697638492127745","2.5953738991169737","2.5953738991169737","2.5953738991169737"
"25682","2.6338961513178365","2.6338961513178365","2.6338961513178365","4.598316002673693","4.598316002673693","4.598316002673693","2.5705142130994805","2.5705142130994805","2.5705142130994805"
"25739","2.699330800737922","2.699330800737922","2.699330800737922","4.664281447877579","4.664281447877579","4.664281447877579","2.6174093578286044","2.6174093578286044","2.6174093578286044"
"25750","2.579437014375077","2.579437014375077","2.579437014375077","4.658540031781964","4.658540031781964","4.658540031781964","2.616073614078592","2.616073614078592","2.616073614078592"
"25763","2.762943256032498","2.762943256032498","2.762943256032498","","","","2.5635588472678923","2.5635588472678923","2.5635588472678923"
"25774","2.7201784611809763","2.7201784611809763","2.7201784611809763","4.597940012999782","4.597940012999782","4.597940012999782","2.613134404826047","2.613134404826047","2.613134404826047"
"25790","2.699836599366779","2.699836599366779","2.699836599366779","4.696004821044529","4.696004821044529","4.696004821044529","2.518369963646054","2.518369963646054","2.518369963646054"
